rank_emul	rank_star	rank_real	rank_outdeg	rank_tweet	pagerank	pagerank(filter)	sumM_neigh	rank_out_real	rank_in_real
598	701	1948	557	2622	5628	5518	739	1740	10004
599	534	167	1157	397	192	195	1256	154	11656
600	571	1592	511	730	7140	6796	586	2678	44445
601	695	1982	483	2925	3115	3093	486	2230	33771
602	433	1350	307	813	4089	4025	296	2750	13712
603	509	290	293	931	169	174	203	191	3300
604	808	1044	687	678	3668	3452	890	1632	7323
605	337	210	414	337	444	415	329	554	16332
606	682	1423	833	886	3740	3636	823	3193	2342
607	512	1410	710	706	3265	3173	784	3071	14588
608	1206	784	1591	1890	1033	1031	1724	636	23307
609	564	909	1179	718	3846	3680	1562	1138	2689
610	434	475	653	911	904	866	662	489	31099
611	1255	4256	965	3900	12560	13092	1066	5866	44807
612	680	1475	481	1638	2431	2364	402	3597	5800
613	1138	430	671	1548	364	336	687	236	23418
614	526	165	725	986	94	76	961	28	34353
615	737	2252	1726	1725	7711	7571	2427	5220	29291
616	419	494	446	415	852	796	570	651	43176
617	697	419	1251	498	1027	1038	1543	598	18951
618	457	716	429	362	3329	3050	538	1102	30211
619	543	314	751	1028	324	326	974	219	42699
620	336	571	360	605	986	950	291	1090	40986
621	5548	20063	1828	21604	19142	18675	1963	18973	35130
622	632	1562	1652	1606	3242	3135	2145	1421	34859
623	1279	2602	2801	2361	3448	3513	2187	3765	17011
624	1966	5994	2203	6688	8026	8179	2489	7829	2969
625	816	337	780	849	452	485	783	344	11665
626	1593	12667	428	6740	23174	23439	288	18619	18171
627	694	2046	1268	1031	8369	8021	1358	3721	40695
628	356	198	484	193	296	285	682	280	16507
629	800	1121	820	1118	2849	2739	973	995	19100
630	417	299	556	233	1198	1087	702	431	16443
631	661	567	1525	671	1203	1262	1401	597	44933
632	361	386	348	1301	203	209	310	203	12412
633	524	195	547	551	148	153	631	101	7627
634	519	129	559	760	26	26	644	19	23031
635	528	946	582	405	4594	4335	747	1703	17214
636	556	712	936	361	3769	3563	955	2045	23071
637	2188	14463	700	5999	25949	26118	506	23148	7570
638	617	601	647	510	1866	1697	757	736	935
639	868	2190	586	1316	5462	5421	651	3819	21725
640	376	312	528	188	1194	1163	626	579	31890
641	1634	1868	1079	3731	578	526	1214	1145	42599
642	537	2296	628	1267	9146	9279	762	4001	44705
643	801	2962	384	2290	3178	3120	297	6701	141
644	2156	1844	1462	2411	1652	1614	1353	1702	18387
645	936	1631	1118	3984	1268	1300	1285	980	43615
646	427	639	408	465	2188	2049	493	1133	7943
647	763	1224	1164	1072	3976	3747	1474	1223	3129
648	1021	1974	903	1219	7335	7063	1013	3852	43719
649	643	1227	920	2012	2175	2288	900	1448	42564
650	360	258	691	328	338	319	750	385	1980
651	1072	262	1270	1468	66	65	1678	42	42865
652	1640	3009	2984	3681	2006	1897	3487	3386	44081
653	514	1252	499	754	4447	4408	600	2026	45048
654	946	3592	1770	4683	11371	10615	1805	4255	40585
655	2090	6134	2154	18049	7642	6647	2646	2714	44903
656	486	664	353	541	1601	1472	408	1030	41546
657	1337	1910	464	7767	695	772	367	390	40042
658	1135	2761	538	2624	3606	3687	404	4032	346
659	458	642	777	514	2240	2132	742	1054	13065
660	725	293	450	980	245	232	453	192	17429
661	3478	20459	445	32449	9288	9089	505	19982	4733
662	443	321	337	815	228	231	239	297	1500
663	448	555	311	612	783	788	293	1982	3755
664	490	2983	2530	4313	5765	5736	3991	3003	7879
665	761	398	730	1853	161	167	951	126	38899
666	388	352	520	274	870	841	508	857	1025
667	862	3594	350	2784	12756	12026	335	9470	13425
668	2266	3059	1778	4981	1020	975	1921	2471	272
669	225	625	1087	608	1349	1273	967	1255	15521
670	368	599	422	395	1157	1202	436	1008	10391
671	1012	1179	728	1035	3992	3854	896	1185	33404
672	647	1108	665	650	5463	5646	845	1601	41654
673	374	417	425	226	1860	1864	547	853	44992
674	700	690	986	628	1801	1769	1145	2111	9338
675	2901	17262	3301	10607	17875	17466	2889	24297	7351
676	341	496	321	350	1083	1074	256	941	22769
677	303	188	716	177	681	651	738	644	25657
678	672	4410	529	4525	5246	5365	488	7332	7216
679	1704	9506	402	10976	19376	18435	388	12628	35053
680	1415	4353	957	2197	18563	17631	963	9745	33975
681	2761	5108	577	21356	1595	1577	698	972	38997
682	1112	4539	1705	3386	11501	11439	2400	7655	16618
683	764	1012	918	533	2499	2520	723	2154	11559
684	681	231	746	688	181	186	760	222	4957
685	536	1464	1555	2629	2180	2053	1454	1241	7063
686	1074	3145	301	4417	3626	3743	268	3083	38109
687	426	589	421	522	1060	1128	380	912	6870
688	1244	8494	689	5758	11368	10973	837	15665	31324
689	778	1555	779	1408	2704	2669	1127	1853	5971
690	2698	11722	367	15280	10745	10943	379	7129	2566
691	856	436	888	1087	215	226	1089	260	19136
692	690	2496	368	1438	10334	9727	318	4762	38319
693	735	1711	657	723	6661	6490	833	3233	40791
694	546	206	794	934	56	60	957	96	19115
695	567	704	825	375	647	578	1061	1337	43390
696	346	594	423	230	4061	3938	462	2081	34742
697	650	1659	838	961	4551	4382	680	2987	5492
698	411	220	625	424	209	196	863	194	37128
699	4411	12794	3097	15802	24183	23524	2529	12382	21434
700	766	1517	768	957	4143	3869	885	2925	43410
701	2749	12072	2623	45062	5248	5089	2803	14805	37210
702	4092	16729	2068	10111	16930	16294	1812	21033	12199
703	3169	5131	858	10285	2225	2266	745	3346	18978
704	2021	4730	737	8101	8650	8232	1125	4874	11463
705	779	1618	752	901	4565	4740	886	2087	27862
706	326	306	347	271	739	729	331	605	120
707	2117	11834	2167	15116	20691	20234	2528	13044	28431
708	488	547	515	409	1622	1471	598	685	43356
709	444	408	551	308	809	778	720	521	39092
710	409	825	404	634	2507	2404	320	1831	19981
711	1271	2936	461	3090	3535	3702	374	4684	2618
712	521	1230	761	666	5259	4739	1006	2160	28536
713	2271	3622	699	4926	1617	1645	610	2708	3440
714	247	363	460	207	878	876	543	657	3190
715	1874	4217	1195	11390	3303	3309	1442	3060	44180
716	3493	3027	1883	5939	3155	2934	1700	3205	16360
717	461	870	584	599	2373	2242	621	1344	2705
718	538	2256	735	1206	8904	8966	918	4023	1719
719	696	651	1488	660	1878	1880	1451	1704	34595
720	325	197	376	356	172	182	300	345	17766
721	704	1233	1428	1275	3676	3456	1622	1088	34279
722	1006	483	486	2263	166	177	512	113	20334
723	745	473	1704	1090	694	751	2014	503	19963
724	435	238	575	228	717	689	749	353	32284
725	383	107	749	189	119	130	836	100	29530
726	2309	15188	510	13687	13436	13278	618	17636	11612
727	573	992	558	647	3334	3029	661	1977	40830
728	569	500	981	284	3066	2845	994	1961	9877
729	720	181	784	1394	23	23	928	23	32606
730	428	882	389	468	3164	3019	405	2258	3973
731	3822	7878	2890	9582	6263	6343	2744	10099	1101
732	1573	4049	736	4144	6286	5894	617	7815	33133
733	1156	1320	729	2248	752	829	828	1004	12805
734	733	553	298	1967	336	329	237	308	29683
735	2419	7309	887	17651	12796	13995	1195	9973	29109
736	698	2212	1413	2147	4111	4017	1463	2526	23276
737	998	867	1494	739	1393	1329	2053	774	32798
738	584	522	519	489	1692	1586	653	720	31313
739	586	530	1148	559	1178	1197	1365	1181	820
740	6161	20975	3738	14816	27329	26849	3667	30818	37096
741	484	657	495	428	1836	1764	636	888	40541
742	487	1076	587	516	4591	4308	735	1984	44834
743	392	451	506	241	1577	1459	576	714	13861
744	400	2056	2539	1932	6047	5777	3258	2495	28781
745	572	440	851	434	985	780	1018	823	42408
746	3956	13301	2149	17066	14379	13654	1977	15263	7681
747	416	152	696	160	221	212	999	256	43404
748	1327	3153	411	3893	2696	2659	271	3013	9994
749	2143	860	1464	2347	157	140	1788	2548	43715
750	869	3267	654	1229	11680	11703	498	12851	6136
751	274	318	571	227	1147	1143	507	759	30052
752	705	1872	592	1152	4081	4251	519	3282	9373
753	1052	1302	755	1421	1523	1529	540	1930	7936
754	1157	768	834	2433	387	410	888	394	18548
755	1469	2356	844	5382	1867	1812	939	2746	3039
756	214	240	440	157	905	880	361	809	1781
757	455	229	880	140	750	714	1092	359	689
758	914	1391	1876	3808	667	679	2797	1754	44650
759	343	179	566	167	524	553	640	321	10312
760	382	291	534	225	1202	1119	580	512	44891
761	3396	4904	578	12376	1977	1961	515	3153	9492
762	2846	12090	2990	43908	12285	12358	3395	5360	22790
763	1784	1020	1954	1832	1870	1792	2067	9301	42544
764	594	1580	975	884	4734	4480	822	4088	9749
765	2438	6129	619	8237	11376	10820	526	8536	40576
766	591	544	1190	211	2963	2883	1322	2542	5097
767	3854	15860	616	30848	10860	10737	546	10217	15432
768	1487	1363	1061	2102	1005	1012	782	1258	38669
769	1609	2429	1637	4473	4101	3638	1900	2945	43132
770	1934	9487	1306	43673	11500	10882	1527	7326	12486
771	822	351	1436	1056	280	277	1826	333	14689
772	1344	3783	940	2220	12077	11793	746	7424	4089
773	699	821	539	1460	970	1015	473	434	40670
774	549	1330	385	794	2540	2565	312	2233	102
775	1844	3615	2194	4137	8809	8171	2438	3427	42555
776	626	1181	585	645	2826	2575	716	2478	44251
777	1045	30083	750	14298	38288	39047	1101	28503	45111
778	598	590	1443	408	2146	2271	1742	2152	17047
779	577	645	409	829	1331	1290	282	1515	8850
780	1211	3778	1859	1612	15753	15927	2266	8268	44888
781	2100	2174	2583	11767	568	599	2756	396	40970
782	555	459	682	334	1189	1190	725	1305	101
783	1139	1862	1904	1454	3650	3462	2146	2885	42809
784	730	915	911	602	3582	3493	1152	1426	43171
785	319	405	442	194	2449	2324	482	1516	8824
786	675	2562	1284	6599	5067	4842	1357	1862	43199
787	560	1404	467	2151	1993	1958	403	1124	13746
788	604	523	1246	553	1035	843	1430	849	39742
789	833	789	1019	624	1841	1556	1117	2027	44136
790	464	760	601	513	1612	1569	684	1158	22437
791	1176	572	781	1960	114	117	612	270	6071
792	1001	2265	1069	2545	7936	7591	1132	3379	19807
793	753	586	850	1499	808	771	1288	327	29471
794	1459	1685	504	6291	839	807	557	454	24418
795	313	280	602	279	333	362	487	631	7882
796	1014	2870	1243	17748	660	644	1072	472	44387
797	710	701	962	1664	632	579	1065	1065	44560
798	3004	24506	447	17095	33575	33148	410	27675	14527
799	1697	7788	361	6149	6138	6161	263	8436	3161
800	1053	990	1801	1258	2150	2101	1993	1483	38988
801	2566	9367	3031	6103	10940	11739	2487	13253	5648
802	3176	5065	1711	4705	14149	13191	1459	12827	24563
803	1519	1415	672	3758	605	601	579	773	5812
804	1393	969	1112	4321	281	308	1585	224	39668
805	445	442	378	1004	289	305	274	405	268
806	590	856	685	479	3444	3433	867	1544	44988
807	475	605	501	378	1558	1455	650	911	35727
808	422	507	505	316	1662	1580	552	1197	6720
809	1261	1065	1158	3617	732	694	1239	547	36854
810	899	460	1625	721	962	930	2025	455	43345
811	362	757	451	369	1120	1094	362	2308	44617
812	595	1537	453	1197	2396	2428	338	2950	2849
813	258	249	479	139	763	827	418	638	5879
814	636	785	669	585	2231	2098	848	1451	42837
815	722	2533	863	875	9254	8888	1011	7968	20579
816	807	285	546	1331	113	98	654	79	10918
817	1065	845	1166	651	2907	2630	1397	1049	24546
818	481	1183	463	885	2596	2637	349	2150	5294
819	587	1148	476	830	2619	2484	562	1750	43955
820	1119	1086	1485	725	2513	2451	1765	1117	353
821	2031	9032	855	4532	15788	18722	628	11217	5234
822	1180	541	441	2696	101	106	333	139	33760
823	609	887	942	703	2908	2720	1138	1217	31299
824	2008	14996	513	9356	19090	20301	634	15352	2335
825	736	209	1192	761	89	90	1414	120	19700
826	740	373	839	1008	277	293	932	209	40249
827	904	2294	649	2112	5884	5753	722	4505	42913
828	8242	20034	3244	38109	15235	15134	3096	16116	8049
829	563	41389	560	35487	41736	41257	591	38517	37478
830	402	256	650	148	1009	915	801	453	43816
831	5856	12022	3140	8197	19658	18892	3074	24110	33840
832	924	1405	474	1494	1642	1638	492	1267	3650
833	931	4836	2664	8464	9677	9368	2305	5724	28584
834	1144	377	914	1405	305	282	910	205	6816
835	2145	7806	1430	18162	11869	11357	1367	5377	41818
836	2236	12655	655	7163	14121	13873	937	23033	9685
837	894	1249	1007	892	515	483	1481	2824	36203
838	1661	4744	1394	2573	16987	16973	1165	10705	12735
839	1574	7915	1608	6550	15224	16002	1416	14381	4194
840	1111	2968	567	3205	4598	4406	537	3820	463
841	859	533	971	2244	207	194	1321	190	11194
842	666	1207	531	633	4846	4645	630	2000	43987
843	4773	8009	1937	9778	7393	7411	1421	7591	4044
844	832	3674	900	3422	8556	8110	1203	2700	38110
845	1558	5894	806	10464	7382	7125	777	4817	44053
846	755	1226	726	1110	2697	2587	958	1120	42949
847	905	2971	786	1496	9082	5994	945	5099	34646
848	2209	7417	1785	9732	17735	22005	1467	7262	44339
849	4303	24977	533	36020	23156	23323	510	17260	14453
850	565	920	622	338	2590	2419	766	2326	44318
851	713	1091	947	596	2679	2898	834	2379	20842
852	634	1176	853	333	6695	6374	761	4770	1317
853	7899	12597	2426	24006	10559	10274	2144	6878	29039
854	414	635	512	237	2380	2440	438	1570	100
855	1851	5342	1955	7916	9995	9819	1904	8207	44977
856	511	145	739	426	65	62	619	65	33231
857	903	1236	3333	2225	1823	1606	3791	1093	42100
858	600	1162	1241	1526	1389	1376	997	2119	18373
859	566	552	600	382	401	378	795	990	35923
860	1267	4647	639	4419	7310	8430	755	6175	5228
861	3078	20753	3568	11028	29118	34541	3954	26200	45049
862	1309	2226	799	2336	3320	3244	597	3016	3720
863	4249	34400	1742	44228	30919	34392	1419	34694	37243
864	852	6476	993	14705	8611	8424	1725	3034	14053
865	3042	39273	1205	18221	36666	36296	1081	36984	33675
866	2137	4163	1805	3356	12555	13700	1425	10260	6862
867	1395	597	1129	2598	271	273	1135	164	35574
868	3231	4785	2333	6075	5600	5423	2220	5408	29432
869	3222	6073	1861	7057	3454	3524	1350	6031	4213
870	825	1578	756	3481	1650	1599	854	2951	23029
871	818	1544	1966	1831	1491	2269	1843	3023	24485
872	1351	2961	1318	1503	12929	12572	1413	4972	22096
873	727	1450	652	1297	2527	2469	494	1848	33817
874	929	968	1391	994	427	405	1816	1394	36213
875	882	1744	2138	2637	2334	2217	2822	1357	19842
876	4456	4032	3463	8523	1553	1507	3999	4773	12307
877	576	809	818	944	1960	2159	938	1362	11405
878	2144	3683	1408	5513	4509	4256	1941	4034	35286
879	645	380	1180	329	1767	1648	1247	811	38329
880	954	1255	1962	1342	3660	3359	2348	2553	10066
881	607	608	885	299	2430	2310	1033	1144	43116
882	2619	14005	1479	44976	8831	10156	1136	9408	34561
883	867	852	979	648	2860	2559	1220	996	22704
884	656	1110	720	1410	2030	2012	770	1500	8548
885	762	1730	642	1221	4548	4342	892	2280	44308
886	230	1029	624	1502	1211	1136	561	2587	38097
887	3771	35183	525	21607	33542	34340	582	32862	37426
888	817	810	870	555	2192	2079	1060	1135	42745
889	667	873	868	613	2876	2753	1200	2001	43085
890	1476	2385	2422	2071	3071	2904	3011	4041	38158
891	507	1938	620	1532	3772	3951	530	8572	6636
892	2242	3438	1323	3763	7151	7365	1552	3184	42755
893	5590	38714	738	42038	36302	36278	635	36967	20144
894	934	1373	1198	744	4335	4065	1468	2275	40300
895	1106	574	793	1859	341	368	971	451	10253
896	2274	1421	3919	1648	1395	1496	4318	2454	2144
897	1286	1963	1313	1371	7226	6847	1636	2511	27247
898	608	472	949	348	1564	1429	1240	858	44218
899	653	2551	597	860	11732	11062	544	9109	34120
900	706	1567	767	859	8262	8773	1023	4925	43241
901	463	467	579	571	716	761	437	665	3870
902	1954	8545	812	4792	16411	16150	713	16000	2088
903	3270	37364	573	24816	37051	36429	772	31154	32035
904	836	2314	388	1466	3586	3792	319	4115	230
905	684	490	742	933	288	307	732	481	1458
906	1249	3826	2180	3265	10547	10176	2579	3885	43451
907	5880	16804	4851	16489	14647	14272	4744	21540	28927
908	1984	2386	2721	4625	3839	3770	2729	1635	39048
909	575	711	621	406	2182	2051	759	1244	44020
910	712	1038	667	664	3943	3755	862	1449	42818
911	2300	859	695	4852	224	215	877	141	28942
912	558	433	1311	298	1019	1130	1267	1322	14462
913	819	1060	867	1457	2186	2070	1059	1224	44870
914	612	1185	612	501	4369	4175	645	3538	6044
915	551	697	829	463	2060	1985	1050	934	43013
916	966	469	1580	1163	725	672	1813	470	38113
917	738	816	951	736	969	1053	727	1272	33707
918	692	806	1093	619	3238	2967	1275	967	23951
919	1235	763	1209	1420	1190	1174	1328	764	26381
920	518	949	928	775	1990	1968	966	1182	11690
921	2882	18874	646	13079	15087	14974	709	24854	16109
922	3626	21452	873	17263	26171	25738	676	29227	17052
923	579	428	901	277	2084	1967	1025	1025	41554
924	652	626	798	455	2290	2174	1017	926	9935
925	1066	1295	905	3206	643	618	1408	594	12422
926	639	703	1001	527	2238	2088	1027	1180	38290
927	2319	5088	1766	4498	8403	8065	1807	11980	12416
928	1603	3695	613	2866	3391	3475	491	4903	3915
929	1677	8708	1015	16298	2470	2526	1149	8175	6768
930	971	883	1633	1164	2101	1852	1998	2161	16455
931	1113	1957	542	2529	2977	2814	406	2652	20843
932	1396	2607	2370	2915	4807	5838	2425	4017	37619
933	4503	24288	1603	15799	23466	23031	1366	26041	7817
934	633	1337	810	1122	3289	3205	976	1691	6190
935	640	582	548	632	1378	1309	646	756	43374
936	403	344	974	170	1939	2097	1130	999	20614
937	504	652	405	985	786	800	250	770	2352
938	828	1006	985	685	3937	3695	1253	1356	42196
939	676	2364	477	1023	6805	6799	426	5571	5595
940	618	868	645	686	1000	965	613	1385	20490
941	641	1408	491	748	3015	2960	390	2653	140
942	1340	1759	1530	6738	417	484	1836	2892	44778
943	1796	13782	987	8956	25419	25521	1334	20088	18343
944	552	450	638	473	797	1129	638	637	43681
945	2893	23843	2270	40685	16176	16282	2267	24852	11715
946	1718	1503	1992	4676	696	704	1902	621	39156
947	404	228	714	430	227	246	616	250	43625
948	1071	2989	373	2461	5965	6022	270	6212	3563
949	1298	906	2079	1657	1790	1834	2302	1236	33340
950	962	911	676	1010	2573	2418	627	2763	17389
951	502	253	432	475	266	255	313	269	1700
952	619	422	775	341	1550	1430	923	565	5004
953	827	781	1176	996	1802	1677	1385	868	43753
954	996	800	954	1591	895	873	670	781	18262
955	3498	10334	666	10842	6962	6811	509	12156	885
956	5686	7476	3554	8779	16039	15035	3604	14880	38473
957	3368	20558	3116	44842	24286	24790	3268	13932	19231
958	1858	4113	1672	3679	11789	11286	1851	6023	43448
959	574	881	673	589	1782	1763	730	1495	3795
960	1595	889	1822	1766	614	735	1592	611	143
961	1738	1215	1961	1520	1947	1883	2041	1861	14345
962	496	342	1248	281	845	894	1301	696	1473
963	1412	4235	831	3037	11859	12311	593	7911	11325
964	1213	2657	871	2828	4444	4328	809	3487	15428
965	1304	2271	2024	1523	6875	6524	2195	4420	39185
966	2571	5767	828	5573	5510	5550	660	6496	2366
967	5203	39339	2339	14258	40024	40328	2303	42629	20246
968	809	2198	1099	1377	5832	5540	1071	6341	26823
969	879	736	681	874	1755	1698	793	769	44115
970	1096	1505	661	3099	1048	1178	700	738	40235
971	4308	41028	611	26792	41017	40751	753	38165	33616
972	582	387	1237	205	1515	1474	1434	1615	7088
973	1348	1749	1679	1607	491	462	2152	2969	36179
974	2050	5434	1393	9441	4167	4037	1369	4173	34348
975	2383	4528	791	6981	3938	3904	671	2688	26818
976	3014	4038	1130	7103	1830	1849	1176	3079	6964
977	691	724	1326	763	1677	1610	1615	2615	34617
978	718	383	719	587	354	365	583	445	722
979	7576	39367	2885	44929	40496	40109	2154	35709	10155
980	12947	18905	5983	24038	20197	19314	5541	20008	24684
981	515	667	627	344	1810	1711	773	1134	44502
982	4922	23646	565	43574	11679	11523	445	16493	6087
983	4025	9926	2119	6386	17034	16645	1962	17905	21807
984	1202	1571	1890	2163	2949	3018	2226	1170	39600
985	1449	4151	3160	2221	16053	15787	3795	8174	42951
986	1130	1540	2498	2404	2087	2208	3326	1335	44743
987	520	217	782	314	705	648	792	397	44910
988	561	1546	598	583	5542	5308	527	4754	15111
989	659	6264	5390	6122	11922	11783	9463	7796	18592
990	7344	15148	4383	9986	27117	25995	4338	27912	38647
991	1127	765	1062	1389	566	598	944	896	176
992	1159	1212	2004	1225	458	427	2472	2309	36189
993	707	1023	896	561	3284	3287	921	2048	34685
994	635	981	960	570	3897	3793	763	3831	579
995	308	328	1043	293	790	767	1108	640	19565
996	1471	1923	2741	2793	3615	2427	3291	3058	44876
997	908	631	1315	704	1016	972	1342	1142	1789
998	2314	7626	1101	4849	12724	12232	1035	19114	6785
999	483	396	643	250	1015	951	843	894	43441
1000	1077	1811	640	2281	5898	5636	699	5604	45021
1001	1513	1027	1244	5706	286	292	1682	206	26210
1002	683	702	762	432	428	403	1015	1214	36057
1003	1067	1720	1514	920	5969	5845	1570	4824	36826
1004	1149	30655	866	12620	38945	38338	1207	29930	44146
1005	1190	3140	789	1518	13781	13312	975	5062	44543
1006	646	972	448	870	1547	1521	383	1987	1193
1007	580	446	869	586	776	783	996	710	4993
1008	477	194	569	687	76	75	447	88	30021
