rank_emul	rank_star	rank_real	rank_outdeg	rank_tweet	pagerank	pagerank(filter)	sumM_neigh	rank_out_real	rank_in_real
3183	2744	1254	3339	2628	1542	1478	3138	890	12751
3184	3059	1545	2702	2790	874	834	2946	686	34935
3185	4469	8109	2072	6512	10133	9941	1857	13032	3033
3186	6614	4365	5938	4035	6498	6412	5999	6228	4492
3187	1878	728	4297	577	2050	1981	4753	1718	1508
3188	1485	714	2794	336	2378	2315	3250	1152	153
3189	1922	1882	3348	1099	7291	7137	3377	3004	9668
3190	4273	4830	3482	5881	4588	4696	3401	4646	9591
3191	2278	2120	3222	1255	6448	6358	2297	8532	36967
3192	3732	3965	4413	3699	11828	10333	4974	3811	38726
3193	9283	14293	4248	20425	7338	7444	5324	8842	24277
3194	4228	6615	5446	9258	10968	10935	4877	5772	16947
3195	2499	2802	4047	2016	4812	5235	4259	5038	4613
3196	3431	20945	4140	41330	26515	25359	4584	15599	43358
3197	2450	2255	2917	1989	4014	3813	3557	1980	43137
3198	5717	12126	9967	15530	17968	17212	10796	15700	25486
3199	2187	3693	2703	6708	8698	8128	2022	3757	36956
3200	2777	1870	4287	1544	5336	5359	4788	4182	40129
3201	2034	1403	3000	1168	4420	4188	3222	1417	44877
3202	7603	3003	4271	6925	2856	2812	4314	1772	29506
3203	3685	7555	4094	11594	2865	2744	5293	8879	18067
3204	4050	4604	7848	8165	2511	2239	7212	9978	26175
3205	1165	5999	12087	3382	19115	23043	17809	14806	44095
3206	1976	2681	3969	2764	4858	4679	4090	3378	8061
3207	7103	31225	2897	22556	31827	30967	2566	34590	24409
3208	3095	6256	4763	2801	8653	8764	5542	10976	10052
3209	1914	1890	4060	2388	3402	3146	4525	1952	41431
3210	3614	13346	2114	13812	15734	15550	2246	17790	35121
3211	3815	3731	5761	6545	7267	6853	5889	4965	19618
3212	6196	10889	1396	17270	6165	6142	1049	7958	3493
3213	3505	3256	5756	3158	6250	6486	5928	4290	21693
3214	4215	6898	4734	9118	16416	16757	5881	5305	42690
3215	10160	17474	3529	23178	21602	21175	3862	14321	8148
3216	2606	1418	2120	2316	1851	1756	2051	1469	26611
3217	2037	1643	2461	1162	2901	3377	2275	3015	9567
3218	4309	10037	1481	10635	2962	2840	1236	12145	31480
3219	2357	4222	7386	4193	7761	6230	8319	5480	43222
3220	3844	4394	2612	5227	2355	2297	1953	3469	389
3221	2157	4649	2655	2506	13495	13551	2556	8173	902
3222	3569	2826	4384	2045	8437	7757	5022	6936	43487
3223	7992	6763	3275	12412	2536	2522	2616	4913	1586
3224	4250	8817	5130	6651	22909	22158	4501	13342	6122
3225	2183	1491	1763	2416	979	1027	1608	1281	116
3226	7919	23475	5030	44907	31859	30566	4901	16865	23504
3227	2633	1170	4103	1292	794	739	4607	1264	34868
3228	2826	1146	3547	2145	1525	1510	3680	928	32200
3229	9162	26415	7179	39307	28491	28644	5039	19994	37167
3230	2631	4747	2732	3179	13988	14597	3528	9507	33719
3231	3050	6527	2316	3930	14645	14426	2669	9477	12220
3232	4051	12797	6352	38817	9814	9585	5959	8811	22997
3233	1987	1968	2469	2314	2773	2624	2451	2020	38200
3234	3060	4481	4694	4549	6143	6042	4998	4069	14598
3235	2391	4956	1965	3298	14210	13397	1405	11132	31013
3236	3244	2349	1993	3491	2178	2156	1532	2999	16236
3237	2284	2555	1226	2862	3544	3485	929	3385	26461
3238	3886	8381	2985	6048	11421	11027	3468	11587	6096
3239	2078	2312	3372	1435	8253	8222	3787	4939	35718
3240	8733	42339	4605	19761	42985	43021	6081	40716	38619
3241	2457	2177	4417	4983	925	961	5260	1280	7657
3242	2585	6159	2850	2715	21472	20995	3131	14468	25732
3243	1465	1055	2430	477	3236	3206	2469	2545	5585
3244	7861	13971	3027	38842	6132	6048	2321	9996	5924
3245	2345	2405	4652	2177	4563	4395	4693	5971	3764
3246	2771	5443	2568	5519	13000	13676	2586	6419	6566
3247	5478	6892	2837	7627	5281	5402	2872	5529	2302
3248	2080	1680	4669	2300	3337	3432	4966	1361	2432
3249	2235	2332	2236	1571	4297	4061	2633	2932	39701
3250	2776	1609	4183	1379	5908	6309	4124	3735	10286
3251	2695	3292	2386	1593	13657	12743	2599	7917	40939
3252	2738	3019	3036	2558	3103	3000	3379	3955	44844
3253	2912	3722	1960	7534	2227	2216	1708	2245	24980
3254	10252	10132	6500	11940	4474	4331	5952	15358	7997
3255	8744	18127	5780	23976	15001	15331	5382	29344	31681
3256	3440	2556	2731	3512	3690	3423	2927	1676	18099
3257	3650	2963	4204	4569	3822	3241	4670	3716	10859
3258	7097	17447	3087	15240	16344	15872	2949	21435	1761
3259	4176	4025	8941	2787	16004	14393	11057	17247	40003
3260	2337	2371	2996	2268	3240	3073	3535	2125	44335
3261	5115	6304	2966	5996	4112	4142	2947	6475	261
3262	3174	3126	2517	6991	2737	2574	2639	1156	36439
3263	2620	3949	4061	5574	7017	6588	3767	4618	16326
3264	5585	4906	2292	9769	3738	3881	2371	17784	27177
3265	2146	1119	2129	1286	1712	1667	2007	1023	1685
3266	1798	1042	1963	1589	1587	1619	1533	848	7144
3267	8890	17731	2025	37635	8826	9023	1901	10861	1325
3268	2268	2393	2549	2341	4365	4126	2779	3225	34507
3269	1921	3000	2477	3149	4275	5051	2618	2802	44808
3270	2373	2199	2766	4272	879	1075	2624	1767	958
3271	3654	4588	1905	5132	2582	2597	1939	3902	3016
3272	2531	3300	2973	1836	13245	12851	2085	13611	43793
3273	7160	12453	3038	12216	9620	9820	3517	8632	539
3274	891	3521	3417	5275	3522	3511	2984	3533	10381
3275	8907	22699	3014	25792	18255	19138	3435	18402	6663
3276	2164	1658	2878	1101	5693	5455	3257	2956	39418
3277	8857	18110	2411	43017	6548	6570	1769	11363	3207
3278	2554	1729	3019	1597	5757	5276	3586	1738	44796
3279	9895	13398	9979	11166	32174	31691	9048	19205	31432
3280	2218	2081	2719	1531	5761	4119	3065	3544	44823
3281	5084	4685	3484	7283	3779	3694	3563	6338	888
3282	9737	6505	5869	24156	1186	1173	6139	1921	11994
3283	3651	2293	2838	3888	1276	1284	2490	1940	893
3284	3307	1679	1571	3929	1124	1099	1354	885	15301
3285	7007	8536	2602	9727	5840	5688	2326	9534	1378
3286	3180	7899	1178	4384	12472	12567	1121	10953	2415
3287	10338	11504	3277	24027	8422	8754	2950	33667	37616
3288	4240	4370	2557	2737	14294	13796	2859	7264	44011
3289	8205	19858	2863	26750	12273	12720	3262	16764	10521
3290	1630	579	3816	877	630	745	3845	539	19581
3291	4792	13629	2523	14039	11877	12078	2205	9024	7233
3292	7521	38731	3955	22055	38126	38675	5198	37336	32366
3293	2148	2591	2548	1404	7378	7439	3077	4101	32383
3294	3668	2269	4755	4873	1615	1587	4586	1440	7569
3295	3065	7692	7222	7932	18275	17197	8579	10834	33763
3296	1814	2009	1885	2235	2014	2095	1654	2616	235
3297	5753	9240	4487	8228	8331	8125	3674	12852	16337
3298	2661	1190	3514	2093	791	928	3152	834	3629
3299	2713	5455	2313	3159	15971	15245	2562	10911	17747
3300	8574	44749	4690	40532	43985	43988	4140	44147	28550
3301	5931	40039	1521	12264	39781	39466	1070	41420	16979
3302	5978	9352	2185	16342	12831	12050	1859	6539	545
3303	3386	4220	3809	3057	3556	3545	3540	7459	7812
3304	8358	42890	1986	28398	42630	42267	1876	40421	5305
3305	4133	7006	1718	7701	5668	5750	1140	5827	6121
3306	3736	3502	2871	3637	6374	6186	2492	5122	8925
3307	4239	2352	6279	7870	751	766	6997	1761	11704
3308	2637	2148	2363	1920	6704	6167	2838	1908	44579
3309	1621	4548	5491	3454	9431	11003	5596	11293	21772
3310	5173	17201	4333	15409	25386	25530	4613	18560	9961
3311	2963	6141	4956	8298	4578	4501	3961	7550	6729
3312	3229	2563	2817	36307	147	144	3094	146	11893
3313	3293	1534	4316	1366	3184	3106	5088	1751	21822
3314	5011	3297	3812	4599	4909	4621	4037	3612	7961
3315	2052	1466	3240	919	4022	3784	3747	1820	28024
3316	3153	16111	8047	15305	18003	22052	6506	21418	35912
3317	4691	18806	1743	40537	14094	13964	1476	16631	36990
3318	1734	402	2574	1685	153	155	2687	161	40865
3319	3215	4401	4533	4079	12753	12222	5231	4923	42122
3320	3150	2099	2796	3439	1405	1370	2799	2182	355
3321	5644	3849	2700	6993	5339	4977	2650	3406	21169
3322	7130	18969	2306	14614	21415	21447	2034	18014	8486
3323	1268	986	3433	825	2391	2328	3771	1756	6980
3324	2042	976	4117	1483	1446	1385	4737	854	3618
3325	10974	38959	5383	33243	41255	40542	6019	40204	24318
3326	7453	31862	1046	26561	21755	21535	734	24044	18884
3327	6350	40104	5006	18806	32773	32615	6488	36121	260
3328	3079	5630	2208	3748	5298	5637	1696	6174	1791
3329	5491	15541	2761	12943	10983	12125	3432	16574	5463
3330	4341	2719	9233	3272	5233	4855	9603	3106	7255
3331	2381	2514	3510	1549	5680	5557	3958	2396	406
3332	4231	5201	3576	2985	16464	15522	3338	8276	3725
3333	2711	2027	3968	2540	1892	1807	4647	1698	43937
3334	4936	7882	2039	7646	6175	6402	1961	6876	1632
3335	6129	22668	1439	16541	31127	31911	1097	26636	5768
3336	2019	2359	1586	1874	6087	5867	1329	4689	11932
3337	6165	34283	2908	36101	28990	28935	2960	32026	1607
3338	2607	4712	3103	3823	10538	10070	3818	7098	41372
3339	8814	37459	2116	43029	32193	31777	1758	35039	19227
3340	2348	2664	3714	2253	7142	7045	3348	9116	31800
3341	2307	2362	2867	1356	8175	8265	2919	4908	20746
3342	2429	2995	2924	2446	3989	4240	3648	3749	1454
3343	2057	1598	2723	1015	2194	2066	3339	1932	43660
3344	6090	16504	2551	16253	11622	11252	2084	18041	4811
3345	2491	8355	5143	11811	6589	6443	6717	4306	44772
3346	4672	8887	2808	6329	24071	22942	3275	10903	45073
3347	2424	3964	8381	4143	11245	10624	8696	4844	43292
3348	7458	5872	6209	5411	19031	18005	6718	6510	38630
3349	5536	1950	1721	9304	492	474	1750	513	27176
3350	2697	2406	2558	2602	2454	2981	2631	2346	18398
3351	4328	3951	3020	4882	1297	1453	3304	3492	5527
3352	2506	12433	3746	23532	9385	9156	4420	5100	23067
3353	2190	1191	3343	1431	3215	2997	3581	1038	44394
3354	4007	2642	4021	6218	744	1246	3876	1514	634
3355	4440	14845	1523	9698	15276	15092	1244	22622	23156
3356	8173	34509	5086	18939	32051	32020	6883	29453	20971
3357	2516	3282	2438	1513	13078	12396	2080	8290	24104
3358	7789	9773	8554	7919	15220	14800	8775	15616	17007
3359	3959	6531	8907	8048	12490	12872	9173	8954	34969
3360	3190	6545	1846	5615	13795	13145	1545	8581	43083
3361	3480	2783	2231	3343	4453	4340	1910	3959	24225
3362	9565	35718	2746	37414	31132	31430	2856	34021	4973
3363	5583	13956	4278	17290	26347	25850	4890	21512	11738
3364	2879	9326	4014	6070	21834	24075	5377	17184	28805
3365	3760	40895	5662	29907	42736	42242	7844	37538	39406
3366	5537	10955	3168	12751	4699	4565	3621	9258	800
3367	3612	2074	3701	2759	489	456	4296	2217	36228
3368	4783	14582	10398	44850	14385	15764	13551	10045	34756
3369	4006	2668	5043	2438	8392	7789	5199	5466	41866
3370	5464	24583	5470	19006	28414	27718	7525	19495	42359
3371	3460	22647	3004	27945	26579	26832	3601	24378	22698
3372	2666	4867	2627	3793	7624	7543	2605	7850	11461
3373	7087	15409	2232	15072	11315	11051	1999	17250	3506
3374	4532	4930	6360	6762	12021	11229	7426	3928	45012
3375	1974	30691	8838	17992	35996	36047	10318	33012	3092
3376	3272	11056	2184	13436	10211	10714	2182	7831	26630
3377	3172	8013	3938	8057	23713	23208	4340	10265	33385
3378	2538	3617	2388	2544	5578	5610	1908	5304	11305
3379	1835	1576	2032	2957	1113	1121	1677	1874	14011
3380	1937	871	2987	1029	1303	1231	3083	1597	29953
3381	4355	1485	6240	3986	396	372	7123	569	38287
3382	3425	3399	2011	5932	2148	2954	1782	3371	1747
3383	2608	1476	2889	2669	1070	1042	3066	2930	395
3384	2815	7976	1720	6598	9686	10018	1115	10926	3901
3385	3982	2156	4284	3627	3848	3641	4372	3317	29690
3386	4549	6400	2704	27134	1390	1383	2557	1538	14263
3387	2627	2616	4711	3285	4561	4202	5013	2919	44344
3388	4965	3753	4009	5838	3136	3606	3945	3157	10520
3389	1537	640	2618	1126	366	343	3186	568	35669
3390	4407	4771	3219	4065	8656	9001	2811	5075	1059
3391	0	0	5426	34056	45163	45167	6031	45166	40761
3392	4756	5960	5884	8853	4655	4588	5900	8220	27089
3393	1133	10192	4581	17997	14331	6883	4161	11023	10744
3394	8176	11519	5141	16135	6766	6919	5069	10154	1416
3395	2118	278	2774	1232	34	35	2543	159	283
3396	4544	6736	2772	7271	15454	14894	3460	6504	15638
3397	3183	6906	2356	3869	17853	16408	2867	10108	31285
3398	4160	3484	4536	4565	2985	2890	3873	3164	19711
3399	3863	1753	4184	2190	469	436	5068	2375	36191
3400	6968	10311	5157	11260	19493	19125	3938	13716	26761
3401	1965	3468	3369	3410	5256	5453	4273	3828	3678
3402	1973	1186	3163	990	2588	2425	3471	1491	9869
3403	5306	3427	4267	6399	4247	3871	4309	5677	35600
3404	7457	29223	1348	32155	24426	24455	1069	30276	20974
3405	2501	1885	2737	1367	2971	2691	3111	2334	37557
3406	4699	3407	7039	3070	4850	4748	7636	4192	43264
3407	3020	1267	2652	2138	990	986	2353	807	12080
3408	5176	7798	2022	10757	3302	3326	1927	6126	186
3409	2721	1606	4237	1629	2213	2220	4171	2651	396
3410	3144	3994	4725	4796	6073	6264	5153	4498	38179
3411	4721	34078	8057	44844	31832	31504	8554	31551	31995
3412	2126	3525	1293	3477	3298	3375	844	5831	4734
3413	4329	21168	2427	12655	18368	18612	2428	21797	7612
3414	3506	3961	3429	4620	9536	8851	3362	5506	32122
3415	3847	6178	4096	8249	17809	16526	4643	9060	29056
3416	2915	1656	1447	3485	953	955	1338	904	1465
3417	3781	32109	2006	16878	38696	38227	1699	28945	41060
3418	4467	2599	4235	6782	746	792	5028	1877	9577
3419	4265	1944	5640	3346	3213	2999	5972	1643	9813
3420	3236	2662	4904	3139	4804	4640	5363	2749	11929
3421	5516	10270	2843	15481	11695	11788	2800	12458	28134
3422	4463	3182	1952	5674	1543	1514	1651	1789	14094
3423	2966	1832	2894	2312	2196	2113	2798	1841	900
3424	7580	39043	5789	14601	40011	40142	4940	39846	38231
3425	8074	36038	10372	30865	36398	35869	11031	34018	34376
3426	3646	1388	5187	1354	2501	2381	5121	2083	1955
3427	6133	27153	9011	45137	34814	36871	8437	27272	42720
3428	1740	1033	2999	702	2634	2594	3659	1330	21059
3429	4534	6169	6369	5145	16220	16411	6187	9428	29990
3430	7338	22071	9506	20879	12512	13642	10965	14881	10456
3431	2367	1414	3297	905	4422	4215	3788	2088	42376
3432	3568	1400	4576	1768	2940	2540	5076	1121	41047
3433	3449	10217	1865	21490	2550	5735	1574	6827	28567
3434	1189	3699	4796	9429	1474	1842	5532	1563	35177
3435	3232	5844	2690	5479	11289	10566	2877	6972	42396
3436	12438	9895	10049	15828	4385	4803	10108	11332	2349
3437	4673	9189	1810	5843	20419	22417	1707	22425	34002
3438	3237	2286	2597	3394	2020	1943	3024	8202	21630
3439	7609	29243	4254	25881	26190	26564	3996	26773	38574
3440	1454	3822	2229	2284	13840	13757	2481	6088	35276
3441	2785	30523	2345	39659	25828	23496	2253	31885	41806
3442	1990	3244	2925	2189	5839	6074	2726	6790	3188
3443	5135	2143	2997	13747	462	459	3225	289	41067
3444	2629	1329	3954	1851	1235	1222	3494	1513	1230
3445	1881	4815	5178	2982	18096	17993	6387	9337	27413
3446	2412	1064	1098	2887	376	419	811	437	3999
3447	2909	1364	3767	893	3640	4358	4444	2192	43032
3448	2245	21654	9875	11876	29016	29319	10342	26534	4943
3449	2234	1297	2165	1539	1151	1176	1892	1596	1190
3450	2003	2384	2727	2207	4219	3749	3063	2976	26948
3451	3708	12530	6464	18731	5069	4956	8332	10268	39015
3452	4158	3587	6807	8479	1136	1139	8708	878	30901
3453	7537	38470	1232	42455	36044	35481	840	32479	7766
3454	5205	6705	3686	6177	7551	7293	3146	10329	1656
3455	2652	1067	1838	2914	468	559	1717	488	35004
3456	2873	1725	6940	1032	5360	5229	7274	4535	15384
3457	5438	8372	9039	11001	17899	18104	10636	17444	34787
3458	1427	7859	9781	6549	19823	20124	14574	12189	29464
3459	4094	5081	5457	10640	3169	2977	5281	6204	2998
3460	3562	5205	2442	6094	8852	8375	2564	4560	33201
3461	2534	4570	2431	2123	17620	16737	2771	7455	44451
3462	4627	11495	2037	5357	27782	27591	1446	17996	28981
3463	4165	13536	1839	6579	19653	19557	1586	23289	2540
3464	4342	2053	4586	5868	1069	1030	4987	1332	18585
3465	1999	674	2511	880	392	366	2937	544	35677
3466	2202	840	3040	927	2073	1983	3289	847	40040
3467	9677	5507	5651	10649	6714	6339	5754	5002	18730
3468	10276	17379	9951	45092	18609	18544	10651	8583	36499
3469	5111	1502	3770	8627	225	214	4249	292	37423
3470	3442	1814	4399	1930	4514	4365	5115	1507	44327
3471	2347	3383	3285	3646	6534	6557	3371	4878	13504
3472	3074	2835	2824	3950	3100	3339	2830	2946	38047
3473	1761	29297	7063	34556	32737	33832	8624	27600	15256
3474	1776	1939	3387	1977	2468	2452	3421	2819	8066
3475	5509	8440	3062	25463	5940	6430	3855	3725	38320
3476	12584	22006	8582	16476	22498	21284	8049	32420	31261
3477	3769	14685	4942	4055	26460	26015	5274	33628	8097
3478	7762	35616	2588	22622	33357	33905	2738	38796	30668
3479	4028	9031	1163	9300	6466	6707	1014	7421	9987
3480	3642	43018	11313	44463	43389	43382	16208	42272	34113
3481	3980	3925	5352	8349	5904	5415	5742	2358	41947
3482	2900	2336	3431	3001	4133	4021	4070	1774	44968
3483	3915	4257	2780	6539	5178	4946	2189	4007	32281
3484	1281	3047	5046	4582	4431	4100	5235	2421	43084
3485	4270	18308	3203	9923	33443	33584	4050	27625	23625
3486	4384	3074	3610	6823	1022	1118	4674	7929	4727
3487	8512	11653	6654	3675	35834	35083	4870	29854	42335
3488	1850	1717	3672	1357	6773	7319	3931	3961	6255
3489	3189	3133	4593	2047	13612	12661	4667	9876	43376
3490	3917	6695	2479	10778	13670	13474	2839	7253	25483
3491	9366	41696	4604	19029	42836	42701	5975	42186	35057
3492	3123	2800	3713	1640	9681	9268	4235	3714	34466
3493	1527	978	1884	1278	997	1004	1638	1113	7541
3494	4168	6003	2158	9530	2852	2937	2003	5252	14237
3495	3399	3550	6335	5890	3588	3927	5123	1826	31414
3496	6459	13112	2204	9685	20773	20674	1990	16841	30980
3497	9522	13764	5671	17531	16877	16306	5288	15617	15120
3498	8094	42252	1895	33662	42761	42250	1655	41740	37994
3499	3200	4341	2691	2285	16625	16897	3064	6932	44787
3500	12776	29491	4854	44938	29476	28762	4313	27787	24941
3501	2066	1298	3003	900	2564	2450	3424	1592	38611
3502	2756	4905	5480	17819	3646	3728	6464	2899	38377
3503	2573	2881	2679	1876	6979	6776	3173	4049	21335
3504	8684	9673	9356	5410	32108	30061	10303	28954	43087
3505	2331	10274	8238	10343	10481	9703	8655	14907	7758
3506	1941	1845	2763	1111	8321	8282	2790	4736	9943
3507	3750	7310	7093	8520	7789	7873	9023	6614	28555
3508	8859	4960	6883	5956	5055	4886	6560	4204	10717
3509	7590	25248	5189	13926	37738	37749	5661	32407	42438
3510	4754	2711	3910	3348	5173	4913	4442	4196	42601
3511	4068	3075	2198	4266	3804	3619	1997	2626	13732
3512	3447	1075	4477	2927	477	507	4683	446	9611
3513	4901	8068	3882	6709	19784	19072	4414	12586	43775
3514	2820	5956	1830	4733	6923	6523	1564	9852	31876
3515	8813	9012	9065	11449	21311	20055	10136	12746	40016
3516	4921	7939	4959	8513	4936	5085	6050	5157	7884
3517	892	1274	3501	1364	2863	2701	3317	1845	29307
3518	7245	42422	5569	11471	44420	44357	4731	42658	3996
3519	4687	5030	5259	4618	14458	14622	5688	5900	33989
3520	5347	12768	5675	15565	19820	19171	6176	13247	16200
3521	2423	1356	3374	2111	910	939	3874	872	6210
3522	2690	1969	1924	2003	2314	2299	1644	3082	7530
3523	8809	27344	1969	43427	24420	25343	1415	19914	6348
3524	2452	4128	7008	4248	4478	10655	7565	4766	19285
3525	8342	23227	3024	26705	17303	16804	3606	16653	18787
3526	3861	3165	3902	2936	4855	4337	4361	4992	39722
3527	3238	1865	3013	2058	3824	3556	3426	1924	44399
3528	6368	15475	2192	13590	23719	22703	2095	16157	3050
3529	8531	6072	3655	15503	1749	1715	3742	7790	3716
3530	3044	4138	2083	3552	6006	5884	1804	6669	20847
3531	3243	4540	1477	5065	6523	6723	1572	4896	35328
3532	1869	1336	2077	2090	1072	1084	1661	1234	720
3533	5776	6239	8294	5887	4391	3970	7280	5980	38358
3534	2025	791	3660	1279	1545	1452	3661	932	2836
3535	5052	10923	7450	18115	11102	12229	7447	10466	37184
3536	5236	5471	3977	7831	4378	4334	3859	5676	17150
3537	1272	3843	7652	3696	14483	13267	9220	7322	44466
3538	3070	15359	2788	10301	24903	24423	2955	15843	41567
3539	2611	13457	2434	5369	18677	18137	2298	25203	30408
3540	8595	25486	3053	32253	29921	29796	3103	41245	42384
3541	7965	16589	1713	40035	16442	15929	1617	13332	29446
3542	11055	35670	2935	40499	30704	30855	2613	35936	12779
3543	2557	4769	3789	3233	7863	7228	4490	5472	41201
3544	2730	3354	3912	2549	12317	11815	4423	4070	17986
3545	12325	31534	5285	28742	28188	29612	4447	23591	2364
3546	3364	2782	5758	5417	3096	4071	6382	2353	44517
3547	15051	38797	8970	43702	37788	37073	7922	39185	26463
3548	4854	1895	6114	3889	1253	1415	5799	1171	22951
3549	4082	3183	5033	2874	8822	8676	5183	5314	35853
3550	5705	15724	2109	17857	14635	14614	1480	19385	9065
3551	9461	9185	6144	9187	10975	10772	6456	11837	9538
3552	3488	4665	2315	4156	7996	7712	2106	12110	29391
3553	4171	2941	2961	3657	5634	5298	3372	2330	31541
3554	2655	1602	2050	2082	1760	1740	1764	1336	31930
3555	5356	2170	6528	4448	1518	1438	7033	1974	37214
3556	3385	11909	2567	15791	9311	9123	2552	14144	18500
3557	2216	1399	3553	667	5910	5669	3944	2693	34206
3558	3380	7429	1730	4757	11783	11681	1063	11123	2109
3559	8422	25037	6184	40746	25881	27354	4807	21846	38426
3560	3997	4405	5790	4610	4426	4011	6288	7144	44203
3561	2615	4832	3303	7513	4045	5539	3598	3289	19323
3562	5459	4845	2749	11783	1329	1347	2657	1902	29911
3563	7231	7412	8077	11362	16908	16029	8432	5193	23769
3564	2363	2759	3304	2392	8056	6643	3615	4022	44708
3565	6081	11286	6434	8473	8376	8550	8685	10087	2939
3566	5327	5447	5656	5170	14476	13609	6531	9389	21659
3567	10720	27889	4541	19410	27107	27006	5574	22289	13523
3568	5094	8249	4717	10704	22391	21905	3801	8096	34999
3569	7363	14133	3251	23601	8164	8351	3301	8589	18782
3570	4086	4115	5845	5541	9357	8670	6945	3359	32627
3571	9172	21807	3174	35878	12817	13376	2988	24000	17491
3572	7714	15807	2508	34481	6267	6480	2533	9816	1431
3573	5800	5408	2223	7126	2909	2914	1814	3872	242
3574	12608	30001	4732	35407	24088	27449	3967	20973	6689
3575	3374	2482	4758	4801	3554	3510	5294	1595	10869
3576	3477	4515	5447	6019	8349	8077	6405	2599	42124
3577	2365	3232	2993	1968	8086	7554	3430	4226	42580
3578	2804	2260	3656	1754	7886	7586	4332	2632	27611
3579	2435	14973	4538	16628	24891	23504	4272	17761	41304
3580	3579	2116	4897	2130	5014	5002	5357	3290	7407
3581	1790	929	2141	1462	854	872	1606	966	271
3582	3600	3455	3104	3881	2906	3211	2292	2479	561
3583	9295	7647	4261	15447	6996	6933	3736	7996	37104
3584	3841	5481	1512	6191	5032	5162	1082	4887	2257
3585	4701	10798	5493	7387	8754	8477	5207	18258	25145
3586	2537	3790	2284	3591	2609	2820	2103	4775	15958
3587	5258	6598	5681	13001	5727	6103	6666	5373	31213
3588	3005	7759	5234	10801	12649	13078	5483	6941	27886
3589	4763	4961	3943	4519	11813	11279	4537	4503	45001
3590	3035	1715	4866	872	7675	7245	5410	4002	7897
3591	5072	24278	2507	26796	18988	17676	2784	25061	26352
3592	5035	1781	5782	1758	3020	2902	6518	2063	42465
3593	1857	2840	3269	2143	6952	6685	3177	5356	32856
3594	1909	1133	3177	480	4940	4547	3594	3602	39378
3595	5218	9078	2910	10855	21738	22032	2788	12973	39315
3596	2297	29387	11213	23204	31975	34807	18969	25175	13940
3597	7342	25115	5376	40640	22075	21639	5669	19956	22826
3598	3649	3062	2274	4874	2745	2693	2323	2363	9653
3599	11347	29863	7761	18174	38683	38048	8445	29931	44720
3600	2514	3239	3764	1581	7350	6542	4178	5476	41900
3601	3023	6561	2931	5149	14020	14464	3014	12390	29062
3602	8706	38832	3696	23717	40841	40706	4571	39517	12032
3603	12223	26078	5252	22599	17450	17788	4449	24355	9362
3604	3456	14000	1988	10988	23467	22260	1508	19964	18823
3605	2632	2373	3391	2941	2124	2321	3726	2367	13395
3606	2257	1610	2595	1224	1834	1642	2837	2005	42603
3607	8702	33681	2375	31526	31078	31149	2406	33154	14320
3608	3860	4702	3960	2997	19360	17725	4141	15811	41807
3609	5511	36766	2398	29720	31070	31306	2395	37719	35683
3610	2313	3071	4390	6331	3845	3803	3241	1585	42988
3611	3141	5400	3138	4465	9282	8938	3538	8041	31470
3612	9709	18391	2825	41836	8851	8975	2488	14522	2063
3613	2707	960	5332	1547	1315	1271	5618	1392	22793
3614	3128	8531	2964	6343	8060	7902	3034	16955	34102
3615	3137	3067	2325	3122	1770	1795	2381	3146	622
3616	1545	739	2514	637	1510	1443	2692	974	1713
3617	2600	1799	3513	1603	4354	3477	3912	2263	8027
3618	4353	12969	7410	7918	28877	28809	8935	23983	22414
3619	1829	1007	1438	1936	1030	973	1005	976	18063
3620	2618	2363	4295	1407	8057	8004	4775	3390	39262
3621	3464	7149	2632	4591	17772	18095	2532	10441	2182
3622	3454	5249	1610	4803	12498	12528	1124	7256	35741
3623	2108	698	4309	670	1538	1509	5014	1091	20239
3624	2639	1893	2090	1953	2405	2431	1777	2007	21352
3625	5241	3262	4490	4480	4948	4709	4533	4075	8429
3626	2574	1755	3928	2159	3392	3431	4805	917	42497
3627	3149	4301	5963	4209	3551	3402	7554	3395	12240
3628	1762	1102	4328	1247	1509	1467	4768	2232	955
3629	2718	2813	2140	2309	3933	3963	1844	3435	1093
3630	2973	4773	5549	2980	16692	15994	6890	13604	14542
3631	1918	1332	3117	943	4290	4198	3608	1799	1216
3632	5131	6110	3091	7694	7678	7391	3347	8930	19152
3633	3890	1953	4507	2752	3314	3108	4800	1198	43705
3634	3280	6731	2091	2739	12349	13247	1800	13034	6941
3635	7480	8366	3625	9634	7686	7801	3378	6505	39950
3636	2315	2997	4100	3920	4746	4417	4691	7937	39595
3637	8646	6431	6110	6815	13449	13121	6160	13572	34008
3638	3125	2320	5106	1822	4776	3958	6473	7127	43740
3639	2954	3443	2998	4834	3021	3005	3010	2514	16011
3640	7585	12992	5642	19435	6487	6576	6851	6758	34854
3641	7012	19234	2111	16590	16660	16822	1709	17797	10459
3642	2428	2050	3273	1686	6198	6277	3314	1957	16574
3643	3267	7881	1626	5787	12982	13077	1771	8123	5186
3644	5273	8792	9081	6535	13810	13506	9604	15075	18518
3645	3971	6173	8660	4639	22793	21381	8290	16127	3247
3646	3591	5071	2773	3204	6668	6454	2801	9597	1342
3647	7234	10520	2219	13746	4413	4425	1913	8044	5146
3648	1833	573	2866	823	400	370	3445	492	39068
3649	10095	11439	7730	17995	20311	21300	9208	18341	26671
3650	2110	2891	2706	2364	3896	3517	2870	3746	42232
3651	3347	6557	1574	6552	11364	13245	1153	8435	44723
