rank_emul	rank_star	rank_outdeg	rank_tweet	pagerank	sumMnei
11807	12000	12667	11649	9662	11225
11808	9558	9590	4100	11603	5962
11809	9350	8684	3297	12750	3483
11810	8499	7425	9059	7761	5459
11811	12521	8595	912	13862	5690
11812	13495	10474	5674	13887	5172
11813	9553	10379	2645	12591	9031
11814	9166	5506	106	11217	2679
11815	12928	9751	5814	13684	6437
11816	12747	10723	7514	13683	6424
11817	7984	5061	2206	10955	3997
11818	8383	8574	9446	9345	10944
11819	12262	9200	7369	12620	7358
11820	10271	5703	7389	9799	6937
11821	12631	9561	6384	13919	4652
11822	13334	10560	8189	13601	6259
11823	12378	9019	7697	13476	6116
11824	11135	9689	2587	13856	5371
11825	12026	11729	9812	10565	10090
11826	8361	6597	2720	10979	7024
11827	11625	9869	5825	13538	6921
11828	13274	11445	9751	13719	6530
11829	11251	12896	12903	8515	8191
11830	13218	11826	10491	13121	7246
11831	13467	8713	10091	13819	5922
11832	13166	10001	9001	13673	6448
11833	11088	7281	10173	11346	7083
11834	10277	6775	3795	12576	4329
11835	13187	10854	9135	13776	5928
11836	13252	13230	10868	13295	7383
11837	11924	10438	5863	13066	6143
11838	8564	6996	1776	12009	6654
11839	8969	9437	1334	11485	7652
11840	12796	12598	10716	13024	7625
11841	10136	7396	4925	12934	4103
11842	7267	10620	5679	7866	3666
11843	7876	6709	1698	8852	3403
11844	6397	4690	1903	10683	1815
11845	12069	10933	7224	13275	6229
11846	10816	6686	7687	10517	6201
11847	7920	9337	3191	10846	5570
11848	8869	7121	2927	12312	6180
11849	11179	8824	4988	12911	4905
11850	13540	11153	12213	13783	5656
11851	9815	9123	5011	10748	6069
11852	12532	11984	11409	9498	10588
11853	9446	8618	2664	5301	13180
11854	12422	11021	9154	12520	8952
11855	8177	9714	4533	8744	7168
11856	13483	13126	11835	13412	7476
11857	6677	11251	9185	2489	7686
11858	13470	10974	12175	12412	9043
11859	6291	10105	5187	6409	6490
11860	12057	8459	3002	12467	8341
11861	9288	11850	1042	13044	8591
11862	9207	11974	7624	6852	11902
11863	11646	10887	11110	12016	6147
11864	11946	9904	6889	12025	7523
11865	9442	10727	5686	10318	7730
11866	10703	10222	6238	11108	10047
11867	12663	11215	8269	8564	7192
11868	6596	3243	1372	5059	2184
11869	11467	11106	4243	13630	7155
11870	11714	6911	10114	10853	7970
11871	12496	10492	7808	13411	7471
11872	12806	11790	8330	13513	7186
11873	5028	13095	13056	6035	13176
11874	12386	6468	8424	12986	4910
11875	12638	12626	11630	12670	8535
11876	10735	6396	5239	8253	4873
11877	6415	6823	1119	7214	4345
11878	9645	11744	9259	9726	11200
11879	13059	8378	13168	11856	7233
11880	9789	6876	3893	8071	4966
11881	9460	7005	2743	12184	6932
11882	10484	9147	6591	11713	6202
11883	13408	12023	10550	13888	5173
11884	4553	4826	798	6910	2562
11885	12479	10590	6262	13826	5702
11886	10838	9330	2855	12995	6961
11887	12526	10253	6914	13485	6507
11888	12546	6853	8456	12436	3951
11889	11409	8475	191	12924	3708
11890	13522	11204	11176	13696	6120
11891	7074	8020	4052	7232	5307
11892	8729	13400	13364	8452	12066
11893	10968	5950	5860	11760	4812
11894	6486	7037	5448	8012	7117
11895	12035	9861	8116	12149	9498
11896	12875	13449	13426	11284	10058
11897	11856	11727	11316	8984	10670
11898	6142	5525	2568	7268	9446
11899	10350	7470	10241	11445	3823
11900	8658	4926	4004	9672	4666
11901	7625	6246	7302	4588	6587
11902	10725	12422	7320	11544	10029
11903	12137	11001	6739	12789	6875
11904	12794	13349	13299	10404	7384
11905	11930	9595	10952	10647	10732
11906	12320	13049	13016	10642	10623
11907	13244	11278	8701	13417	7581
11908	898	7155	3331	484	11759
11909	9695	9563	2860	12711	8798
11910	11055	9243	4385	10819	10165
11911	5671	13151	13091	7221	11458
11912	10979	6620	6345	6324	3862
11913	11042	6548	4821	7944	2218
11914	13324	12913	10029	12769	8138
11915	8608	6857	358	10434	5314
11916	5846	5972	5069	3338	4418
11917	13437	11952	12449	13656	6393
11918	10340	8437	11940	8273	6398
11919	10880	8709	1496	11966	9116
11920	4021	4856	3735	1499	2646
11921	8617	13158	8019	8518	8196
11922	12145	12194	6782	13882	3991
11923	9228	12430	8852	6744	11431
11924	12857	10233	6438	13841	5966
11925	13258	8196	12729	12945	2800
11926	10685	10979	4043	13034	7934
11927	6775	5368	626	11962	3867
11928	9710	13098	11819	1877	9857
11929	10687	7629	3766	12572	5240
11930	13270	10062	9530	13074	8348
11931	11800	12244	9913	12616	5578
11932	5708	6478	776	6941	4640
11933	12924	11314	7910	13821	5924
11934	11249	11358	10380	8531	8208
11935	10825	6089	6994	11239	3140
11936	9656	13066	13029	8478	11976
11937	5320	5282	4355	2466	3615
11938	12205	8978	5757	13565	6849
11939	11201	8970	5756	10747	6077
11940	6727	8675	1338	7270	5529
11941	12029	8716	2427	12682	8948
11942	8825	6835	6358	8783	4665
11943	11142	7739	6298	12343	5358
11944	7846	11077	5704	8588	11646
11945	13269	9102	5966	13941	5253
11946	8726	7043	3823	10177	4500
11947	12038	6901	10112	11840	4606
11948	9761	6543	1114	11262	5885
11949	8553	7185	8112	8543	4109
11950	5601	6761	5422	2706	3723
11951	8945	6652	1500	9572	8020
11952	10618	7253	4121	12768	5770
11953	6886	6891	2620	3119	5344
11954	13156	10614	12112	12486	8893
11955	8233	6487	3062	9476	2361
11956	9888	9386	3990	10872	9666
11957	9376	6849	3565	10559	4609
11958	9429	9523	5619	10989	10404
11959	8148	6273	6537	6866	4077
11960	7730	6053	2276	10704	4433
11961	10045	12713	10754	9350	11464
11962	8280	10978	2944	11374	10034
11963	11525	10843	6972	12629	8902
11964	9903	12273	8839	8832	6958
11965	10388	7083	4886	12472	3733
11966	7914	8649	1307	11515	7804
11967	8966	7143	4895	11301	5035
11968	6990	9227	5432	6741	12310
11969	7597	5537	2473	11494	3225
11970	8024	6875	6361	5134	8071
11971	10751	9490	3819	12555	9077
11972	8149	6370	5568	8210	2663
11973	11889	10487	6456	13657	6391
11974	7067	12599	8868	9033	11398
11975	7831	12498	10688	10012	11096
11976	12167	11169	8684	12568	8797
11977	9339	9071	1221	12647	8668
11978	11345	11190	8688	12617	5571
11979	9692	11344	8285	9403	11483
11980	11428	10191	7457	13052	6395
11981	5802	10030	4764	8344	11968
11982	12440	11485	7016	13394	5146
11983	7505	6321	5104	9542	3741
11984	8906	10427	9064	8968	11539
11985	12240	7204	6881	12325	6580
11986	13126	9051	6582	13914	5806
11987	4430	12305	9346	5773	13217
11988	12609	10389	3860	13873	5643
11989	12053	12495	7641	13104	8164
11990	10656	7652	5895	12163	3912
11991	11694	11654	12353	8909	5595
11992	13352	11491	9218	12696	7774
11993	12587	10738	7209	13669	6435
11994	10103	7754	5089	10048	9342
11995	10528	7399	2709	9643	6074
11996	11969	12540	10702	11575	9152
11997	9059	7203	6219	9568	5843
11998	13104	8464	6793	13884	5169
11999	12382	8869	6807	12925	3706
12000	8622	9150	613	9821	6127
12001	10658	9209	3807	11433	7669
12002	5603	5207	4160	6599	2103
12003	12968	6798	4846	12672	5699
12004	8668	11599	5559	8549	7777
12005	13465	9954	3213	12714	6183
12006	7950	7131	3330	8836	7993
12007	10577	9944	4223	13580	6759
12008	2180	13233	10073	989	13463
12009	10565	11410	6761	12953	5170
12010	7774	7273	5480	8183	7232
12011	10352	8981	2972	13037	8590
12012	11401	6779	721	11447	7062
12013	9010	5623	2849	9478	4659
12014	13551	11198	12224	13893	5515
12015	6270	7045	6855	6303	10755
12016	6405	13350	8021	7537	12026
12017	11436	10373	11036	8658	6945
12018	12536	7196	4541	13402	4299
12019	9412	6348	10719	8914	2319
12020	10855	6890	4857	8771	6488
12021	7295	4663	11962	1821	3349
12022	11519	10562	7497	13566	6205
12023	12566	10196	7458	13590	6423
12024	13309	11574	10425	13868	5691
12025	13248	13217	11868	12695	8831
12026	5054	4735	430	4762	3071
12027	12735	10735	7207	13851	5366
12028	7943	9129	2017	10753	10422
12029	10156	13002	10828	9971	11095
12030	12562	10765	8219	12532	8889
12031	13246	8549	2718	13763	6203
12032	8776	9379	5985	10022	6643
12033	11113	9225	5601	13179	7654
12034	10643	8839	5413	12420	7153
12035	11520	12279	9342	11299	10243
12036	12055	13068	10056	11323	8464
12037	6359	6915	1659	11123	3337
12038	11407	6643	5254	11397	5562
12039	11484	10878	9141	12177	6578
12040	7924	9844	5821	9369	11520
12041	12697	12385	10649	12792	6887
12042	10229	11688	10453	11892	7047
12043	8143	13273	11886	9053	11713
12044	8405	8766	540	13705	3888
12045	9539	8702	1481	13271	6592
12046	13050	10578	4450	13937	5255
12047	9358	9609	7130	10500	7464
12048	11500	9032	9459	9047	11716
12049	8108	10838	1928	10579	3182
12050	11695	6231	11382	8713	5764
12051	9887	4420	11030	8752	3845
12052	10836	8651	2890	12157	8833
12053	11066	9893	9513	6743	11898
12054	13119	10022	6228	13636	7152
12055	13064	12666	11648	12405	8793
12056	12132	6645	881	13551	3385
12057	12840	11110	10326	12654	8053
12058	13160	12621	7057	13861	5379
12059	11510	9088	5761	12011	9279
12060	6520	11745	9816	3654	12522
12061	11756	11806	9830	10876	9919
12062	5951	13122	6557	7174	3745
12063	8377	8797	2834	10582	3173
12064	12718	12371	12629	11687	5611
12065	6852	6524	896	8491	4484
12066	8955	8705	5576	8304	12029
12067	12979	11283	12245	11015	8783
12068	9316	9642	5293	9283	6265
12069	6039	4942	2374	7224	2515
12070	11663	10154	6431	13641	5958
12071	9549	10173	5336	12141	9173
12072	12901	8840	3405	13211	7916
12073	9423	8265	10777	1866	11230
12074	13100	8175	11590	12577	4148
12075	10189	6607	1457	12130	7048
12076	9406	9233	5141	12747	4439
12077	8273	10110	10184	2415	9683
12078	10181	12154	11475	10584	3176
12079	11337	10228	6912	10973	10411
12080	10122	11663	9796	10534	5066
12081	12318	9711	8971	12488	9057
12082	11775	7699	7243	13196	4460
12083	10004	5894	10181	9788	3443
12084	3633	12793	7655	5927	13026
12085	11670	9303	3813	13588	6959
12086	12226	4902	630	10279	3910
12087	12383	11809	9274	12660	7782
12088	12181	9306	3660	13843	6003
12089	9805	8642	5109	11842	6816
12090	8199	5374	445	11498	3294
12091	9735	13468	13448	7319	8363
12092	11739	10648	6705	12810	8390
12093	11874	11701	8756	11190	8890
12094	6597	6889	1951	8131	4816
12095	10662	5867	7432	10978	6223
12096	12474	9139	5970	13430	6258
12097	12843	9208	3731	8179	7053
12098	11672	11378	7575	12949	7754
12099	10589	5452	1140	10485	4821
12100	8536	6991	2857	11752	6274
12101	11981	8817	4069	13945	4519
12102	11911	13248	9435	12264	8201
12103	8993	10982	3868	10797	10370
12104	11699	9924	1852	13975	3651
12105	13429	13129	13078	13735	5551
12106	8000	7178	4115	10307	6511
12107	13359	8458	13550	12739	5328
12108	12876	9316	5780	13248	7771
12109	11707	7258	3444	10678	5901
12110	9197	6091	4045	11319	6177
12111	7550	9834	6215	8334	12038
12112	12801	8556	3879	13369	7370
12113	12815	9097	3799	13966	4068
12114	10764	10368	6249	11736	9839
12115	7454	11123	8259	2414	9673
12116	12173	9680	6012	12581	8067
12117	13094	9298	8950	13739	6104
12118	12266	8669	5574	13756	4952
12119	13535	13251	13192	13725	6022
12120	12100	9981	4650	13434	7961
12121	13261	10664	9100	13378	6334
12122	11485	10344	4442	13616	6377
12123	11518	9149	6359	12201	8151
12124	12782	10360	12080	12437	8055
12125	13515	13512	13498	13514	7398
12126	10758	10067	9010	9594	10457
12127	12808	10875	7214	13572	6947
12128	13482	11383	10388	13812	5991
12129	10061	9283	2853	7364	12351
12130	12395	9658	8498	13496	6713
12131	12570	8789	1906	12974	8002
12132	10252	7145	3923	11721	4691
12133	10494	5600	2784	8262	5676
12134	12369	10333	7472	13707	6170
12135	1896	2107	11429	2050	5132
12136	12868	9675	6396	13633	7142
12137	12818	8042	11438	12579	4361
12138	9961	11681	7030	11489	7649
12139	9631	11818	3875	13649	4177
12140	9485	9080	3642	11472	10054
12141	9464	6987	3090	9860	3106
12142	9731	7205	7150	10528	5539
12143	13036	10372	11035	13471	4897
12144	11802	12205	3001	13842	5967
12145	13000	11039	3536	13948	4105
12146	10747	7190	10155	7715	7879
12147	9199	8290	10803	9072	9512
12148	11458	6950	8471	12078	4541
12149	12433	10955	5536	13280	7290
12150	11731	9148	3311	13952	4025
12151	11953	11122	9164	12204	6350
12152	11681	10629	10253	11691	5602
12153	12646	12266	9918	13257	7719
12154	13174	9173	5597	13677	5915
12155	12593	5562	5261	11618	4534
12156	8868	7058	2631	12889	3656
12157	12809	12657	12758	11629	6359
12158	11342	11405	8289	8252	12011
12159	11779	12603	11621	11877	9674
12160	11391	9016	4605	12920	8570
12161	10546	9589	3914	13495	6687
12162	11383	12792	8886	9499	10607
12163	7694	9854	4116	11577	6067
12164	13293	10703	10270	13708	6172
12165	8985	7964	1535	10654	4568
12166	12885	11104	10323	12053	9567
12167	12745	11810	10487	11503	9484
12168	8590	5657	3496	10119	2914
12169	10914	10213	9034	10316	7503
12170	9387	5931	8159	9158	6159
12171	9342	8731	4368	4576	9890
12172	7058	8721	7680	8316	11579
12173	8845	6734	3975	8715	5274
12174	10801	12625	8872	7530	12307
12175	10014	8308	10038	6687	11080
12176	5478	7869	7939	4158	4262
12177	13134	12867	12885	12804	6874
12178	4019	8597	117	11997	3416
12179	11482	10804	12143	9402	10767
12180	11719	9785	5298	13016	6604
12181	8094	6500	876	11527	3591
12182	11957	5260	12574	9552	4258
12183	12031	8539	3957	12024	7522
12184	7161	10420	6933	7316	8355
12185	9610	10241	5845	8802	7236
12186	11524	11217	6512	12752	8560
12187	13403	9612	2343	13908	5584
12188	5002	13534	13528	6268	13521
12189	12653	10547	9086	13733	5546
12190	9413	8899	2014	12156	7380
12191	11593	11435	7583	12504	9066
12192	11676	6254	9864	10338	7269
12193	13108	12314	9931	13335	7631
12194	9733	7814	4683	12514	2373
12195	11402	10152	11011	12271	3937
12196	13273	9502	9487	13592	7308
12197	12849	9559	7726	13564	5555
12198	12729	11885	11376	12335	7997
12199	11602	6682	5748	13329	3683
12200	3377	12255	12562	5757	12866
12201	11041	10164	7175	11322	8459
12202	8921	13286	13229	7652	12457
12203	13525	13083	13046	13902	5519
12204	10418	11302	5911	11444	10031
12205	10197	8098	7634	10884	6191
12206	8928	9688	3370	12964	5178
12207	11715	10172	5335	13200	6584
12208	9864	9471	2690	11593	9059
12209	9435	6741	2106	5283	6082
12210	10489	8923	3120	9765	8233
12211	10859	11082	6501	10104	8489
12212	9231	9478	8079	10580	3178
12213	10355	11581	7943	11100	9468
12214	10875	9757	8508	11690	5608
12215	7429	8943	2840	10672	8604
12216	11424	10809	4151	13070	8440
12217	11102	11874	11374	11226	5434
12218	9899	8221	8877	9877	5462
12219	8752	7337	7773	6337	11270
12220	11649	6596	1938	11548	7101
12221	11466	11564	8738	10448	10618
12222	11410	6504	4592	13197	4431
12223	10130	9204	2577	13497	6701
12224	12180	7411	7797	12470	4694
12225	10576	9037	2224	12985	8094
12226	13323	6026	12144	12831	3655
12227	12275	11808	11350	11880	9711
12228	8750	10397	6450	11996	3417
12229	13056	13058	10839	12631	8714
12230	13095	10940	8644	11474	9844
12231	12211	7110	8096	12052	4153
12232	12543	11710	10460	12162	9003
12233	11641	13092	13053	11999	3420
12234	12932	10314	8576	13516	7343
12235	10498	8291	10804	10073	5913
12236	4747	12440	2168	7176	3740
12237	8569	6746	2190	11065	3595
12238	11727	6090	8678	11958	5564
12239	7886	6710	4995	10128	4367
12240	11621	10576	6076	12846	7034
12241	4809	8494	32	12748	4438
12242	9294	10928	7861	10473	10722
12243	12575	8673	7345	11484	7645
12244	12455	8292	8892	11852	4803
12245	12733	9575	12006	11306	8286
12246	10423	11196	6300	10106	10881
12247	12880	9107	121	13036	8408
12248	12523	9382	7112	11952	8391
12249	9760	9700	1779	13319	6788
12250	8470	7836	3538	7814	3161
12251	10756	12089	6538	11807	9669
12252	9847	9195	6362	12158	8836
12253	12114	9335	7104	11695	5618
12254	9381	9009	1745	12716	8204
12255	13532	12113	12506	13855	5370
12256	12559	9224	6364	13460	7413
12257	12804	11768	12388	12193	8660
12258	7214	6970	2979	8825	4600
12259	12679	9706	4893	13169	8101
12260	13388	9756	2635	13970	4410
12261	7885	9895	2747	9282	6271
12262	12429	10471	10229	11623	9327
12263	12172	8661	8032	12876	7809
12264	6533	9117	8058	7172	3736
12265	11766	9822	2699	13782	5603
12266	11720	7305	12040	11589	3553
12267	11529	6625	193	12901	4685
12268	13330	11528	12313	13347	7452
12269	7648	9608	1619	11469	10069
12270	12417	9828	6878	13337	7733
12271	12495	12082	9890	12628	8950
12272	11823	12310	7994	11063	7716
12273	7195	9015	8047	3447	8915
12274	8429	9363	5785	10512	4241
12275	10307	10962	5701	12457	6415
12276	9599	12587	9977	9738	10606
12277	11821	11889	5561	13618	6750
12278	10677	7128	7138	12815	3813
12279	12230	10350	8163	13494	6702
12280	10773	8082	7311	11826	7258
12281	11726	9294	6179	12176	6579
12282	11656	9527	6190	12594	7171
12283	6962	6951	5274	9089	8468
12284	12894	8603	6339	11122	9923
12285	13113	12574	11613	12861	6541
12286	12931	10335	8160	13934	4340
12287	13364	12777	12830	12922	8387
12288	10493	9429	5990	10025	6646
12289	11796	10230	6437	13055	7994
12290	10869	8659	1033	12684	8650
12291	12277	7924	12376	11615	1979
12292	8746	8564	5244	11753	2387
12293	10566	11995	11414	12274	3933
12294	11603	13078	8018	12418	7162
12295	13179	10966	8243	13874	5641
12296	8540	11256	6753	8665	9633
12297	11580	7686	6106	12930	4727
12298	13080	11913	8793	13809	6711
12299	13098	11294	10371	11957	8823
12300	11103	9845	5303	11230	5433
12301	13307	13476	13456	13031	5821
12302	11138	6918	5777	9259	7049
12303	5952	10598	5514	3737	8182
12304	10743	6730	4718	10877	7507
12305	13228	11909	4249	10938	9123
12306	12269	12957	11772	11874	9853
12307	9481	8741	3886	12308	7955
12308	13395	9987	8534	13974	3652
12309	12222	11191	11175	12194	8673
12310	9257	8616	4822	12746	4435
12311	11929	11031	8248	12339	7477
12312	12576	11650	11287	11775	9044
12313	5238	7448	2758	7183	3685
12314	12363	10754	11087	11681	9171
12315	8452	13441	13414	9055	11513
12316	8519	7020	3500	3793	4933
12317	13158	12001	7626	13964	4055
12318	9678	6941	1618	12307	2953
12319	7510	7354	8148	10166	2816
12320	5635	2527	9306	7924	4832
12321	8102	12345	6785	8523	8203
12322	11464	8979	5758	13731	5678
12323	12867	9792	8108	13631	7136
12324	11394	7815	9203	12513	2374
12325	9226	7108	4006	11496	4752
12326	10767	10413	6688	10746	6073
12327	6709	6919	2684	9090	5234
12328	12956	10473	6935	13921	5481
12329	13531	13032	10050	13931	4341
12330	11086	9364	3905	12610	8968
12331	11737	9621	5156	13333	7626
12332	6290	7198	3334	10181	3938
12333	10135	9730	3834	11584	7884
12334	12282	8933	2729	13405	7156
12335	12447	8700	2068	11805	9675
12336	13335	9825	4218	13600	6260
12337	13280	12455	12667	12865	7665
12338	12150	11221	7563	13293	7838
12339	11494	11303	8283	9719	11174
12340	12524	11670	8753	12702	8503
12341	11351	8606	1791	13936	4338
12342	12918	8829	5256	8277	10223
12343	11111	11927	10521	11042	10301
12344	10752	9407	3365	11911	7852
12345	8909	6530	5243	10086	6567
12346	11078	8570	3881	12715	8176
12347	10477	9973	2547	13644	6038
12348	10456	8799	1311	11143	8716
12349	12231	12423	6788	13608	7079
12350	11861	8488	1054	13361	7315
12351	4047	12427	10665	5913	12331
12352	11954	6481	9443	11232	4745
12353	9881	12983	10823	8532	8193
12354	12672	8886	2254	12841	8442
12355	11923	6673	5745	9339	9140
12356	13135	12372	12630	12805	6866
12357	11258	7375	9040	12296	3093
12358	10491	12786	7330	11881	9720
12359	13449	12452	10673	13859	5376
12360	8810	9780	4535	10508	4245
12361	13245	8365	13115	2060	7562
12362	12616	8996	1772	13111	7267
12363	9090	10284	9559	2722	11354
12364	9451	7749	8267	9564	6188
12365	10680	7342	4435	11396	5272
12366	10686	11708	9805	4577	9895
12367	13438	9701	10963	13787	5043
12368	13296	12824	12858	12618	8588
12369	8681	6019	5360	8669	5782
12370	13415	12593	12726	12613	8821
12371	5906	6899	1380	11011	4155
12372	13430	9694	8501	13867	5693
12373	9948	5973	10239	9192	4163
12374	11554	9678	1473	13573	6949
12375	10799	13097	4973	12166	5447
12376	9141	5142	10360	2291	5343
12377	13112	12050	11435	12853	6548
12378	7010	12471	9950	7180	3747
12379	8983	8966	1330	13647	4169
12380	8193	6930	1181	10694	7346
12381	9679	7912	4582	8789	9597
12382	10151	10046	3750	11567	9755
12383	12488	7864	10418	12547	4621
12384	12050	12227	8836	12533	8906
12385	7676	11959	11403	8479	11984
12386	12294	12128	9899	13019	6617
12387	9726	7741	8265	8094	9454
12388	12550	12846	8013	12972	7912
12389	9201	6881	1701	9340	5833
12390	10527	10834	4344	12755	8530
12391	12994	13487	11963	12808	7965
12392	6619	11787	7293	8429	11985
12393	12786	8980	1597	13598	7174
12394	5516	2668	8349	8057	4985
12395	12337	11376	7574	10964	5661
12396	10754	6708	1090	11057	4401
12397	9880	13244	10871	8519	8199
12398	7011	11085	9680	7177	3735
12399	11333	10140	4323	12859	6545
12400	12978	12804	10015	13702	3890
12401	12290	9829	5465	13788	5522
12402	12954	9999	9000	13918	4650
12403	10132	11117	6747	11711	6195
12404	12595	12522	12702	11667	9920
12405	6706	9405	6608	7317	8352
12406	7719	6621	4828	11784	2261
12407	11877	9190	3129	13911	5809
12408	3922	7161	2928	7111	2908
12409	6868	8535	1714	10020	6647
12410	12187	10135	12051	10904	10331
12411	9367	11054	4242	10405	7385
12412	11472	12400	12645	10535	5063
12413	11902	6480	3003	13161	4124
12414	4593	8496	1137	10503	4248
12415	9633	11783	9268	10585	3181
12416	11607	9724	6401	13234	6819
12417	12805	9959	7156	13816	6001
12418	9750	6778	4181	9275	4575
12419	13316	13499	13482	13381	7295
12420	12584	9063	3796	13229	8001
12421	12129	8848	1234	11777	6563
12422	12975	10115	8550	12407	7724
12423	10623	8807	3116	12515	8712
12424	12872	9480	2628	13422	6844
12425	13550	12033	12478	13961	4362
12426	11897	8111	11516	11521	2763
12427	10214	6642	480	10961	5930
12428	11044	10810	8627	13446	5862
12429	13365	11873	12421	12500	9019
12430	9314	8873	3557	13648	4170
12431	10761	12907	10809	8633	7473
12432	12884	8935	10097	13199	6590
12433	12459	10208	11019	11356	7330
12434	12012	7221	6648	11913	4455
12435	13333	10581	11059	13438	7938
12436	10958	10698	3944	13289	7714
12437	8857	6697	2256	10110	7194
12438	11087	11175	5088	11609	9396
12439	12135	13110	11825	11906	6049
12440	10570	8476	2656	13237	7664
12441	11689	9021	3410	13820	5923
12442	12458	9774	6876	13156	8243
12443	13128	12874	11736	12722	7603
12444	11597	9966	5644	11882	9725
12445	11967	9474	4623	12287	9495
12446	11274	7330	9018	8787	7698
12447	7125	9886	7751	7864	3669
12448	8274	5190	8745	2656	3842
12449	11408	10981	11131	9994	11110
12450	12347	7701	12194	9287	8309
12451	13445	12879	11737	13827	5708
12452	11435	12978	10821	11110	6263
12453	11980	9691	5032	9477	10801
12454	12242	11258	9186	8487	7408
12455	11832	9122	2786	12835	8342
12456	8398	7989	2821	10732	6384
12457	11390	10273	5494	12041	9422
12458	13508	12380	12637	13920	4653
12459	7432	9152	5973	8318	11890
12460	4066	8367	13125	6074	11701
12461	12418	13540	13535	11883	9402
12462	6811	11113	8257	7206	4710
12463	9736	11195	12223	7324	8347
12464	10178	9292	4389	11468	9637
12465	10525	12551	9972	8855	7326
12466	9744	5604	4503	11199	4454
12467	12865	10520	8602	13550	6458
12468	12117	9692	7733	12818	7333
12469	10512	10371	3859	12817	7336
12470	12279	12967	11774	12048	9611
12471	13513	12979	12961	13419	6851
12472	9665	8163	10672	4743	7081
12473	11029	9665	7730	12040	9334
12474	12497	11791	9825	12950	7768
12475	12588	9192	7705	12414	9381
12476	6518	7579	3104	10676	2969
12477	12938	11900	12430	12240	9020
12478	11099	9769	6020	11616	6444
12479	6644	7230	4016	3335	7260
12480	8889	6032	7852	10324	3865
12481	8891	12845	5391	11732	9688
12482	13286	9500	6847	13957	4145
12483	13414	11665	11295	13146	7846
12484	10013	11679	9251	9957	10669
12485	11697	12721	11676	8733	8947
12486	13209	13424	11943	13204	8215
12487	12713	6783	8445	12389	4923
12488	11975	5391	1152	10354	5682
12489	12380	10232	4129	13924	5361
12490	10226	11125	8676	9493	6025
12491	9445	12592	7648	10226	10684
12492	5262	10559	4558	3167	8786
12493	11706	12288	8387	11900	7718
12494	13461	10761	11088	13758	4948
12495	10246	10226	6239	12958	5168
12496	9578	6494	3394	12014	6142
12497	9719	9356	2116	12071	9207
12498	8120	11002	1255	12915	4906
12499	12127	8664	4699	13387	5143
12500	6319	4807	1359	11090	3138
12501	12743	10098	7444	13667	6422
12502	11867	9341	3192	13461	7414
12503	13530	12906	12909	13686	6438
12504	11104	5429	5247	11755	3797
12505	11318	8537	5572	12630	8864
12506	10140	10564	6074	10595	8666
12507	12136	8743	2469	12653	8474
12508	11426	9887	6222	10922	10386
12509	7156	7993	7041	8101	9177
12510	13288	10535	9577	12771	8709
12511	13219	12834	10785	13621	6872
12512	12516	12225	8380	12681	8944
12513	13194	11488	8295	13953	4624
12514	11295	13100	7662	12632	8901
12515	11629	10479	7483	12221	9431
12516	11940	10885	9142	11937	8616
12517	10497	11093	5901	12608	4864
12518	10508	7949	7959	12116	6991
12519	7517	7331	2754	9824	8015
12520	12408	10743	9617	11607	5973
12521	7880	12092	9892	7570	12549
12522	11978	6949	3136	8080	6380
12523	13152	8932	9454	13268	6591
12524	13373	12991	10825	13895	4747
12525	9800	4857	8951	8292	4849
12526	13066	10340	10213	13154	8004
12527	11996	10443	11041	9392	11293
12528	11995	6429	11871	7838	5980
12529	9548	8719	853	11916	9613
12530	12301	10245	5662	13300	5889
12531	11121	11027	7541	11972	9108
12532	12368	5471	4703	13069	2867
12533	11528	10393	7476	9059	10456
12534	12993	8341	11815	11300	4205
12535	11691	9264	3318	13290	7148
12536	13302	11682	11299	13449	6901
12537	12396	8833	742	13500	6717
12538	6938	10084	6905	7403	12150
12539	8791	9310	2483	11031	10297
12540	11013	9160	3802	13726	6158
12541	11118	11666	8752	11021	10212
12542	13041	13378	13340	12566	8576
12543	12390	8957	1522	13755	6020
12544	9144	7220	4309	11841	4300
12545	12759	11004	6289	13256	7951
12546	13125	12431	10666	13215	4984
12547	11754	10451	6067	11796	4188
12548	6248	11154	5547	7318	8357
12549	9506	12862	4972	10397	8826
12550	12407	9648	5027	12580	6011
12551	12076	7965	8333	12551	5388
12552	9093	11379	9201	7984	4322
12553	10250	12803	12848	7626	12345
12554	10265	9811	5818	12379	7660
12555	7734	7071	5801	6964	4321
12556	11446	10636	5681	12144	9418
12557	12601	7576	9622	12495	3282
12558	7559	8668	1628	9945	10915
12559	10426	6827	4500	12401	5834
12560	7587	7958	7294	4661	7390
12561	11550	11838	9277	12727	5290
12562	9252	4834	3805	10680	4767
12563	12402	9932	6892	12400	5391
12564	12555	10868	9638	13544	4780
12565	11729	10892	10293	10554	8964
12566	10627	11321	6517	11716	9276
12567	10946	11328	9727	8485	9210
12568	13405	13532	11970	13668	6442
12569	10034	6322	8847	8560	7764
12570	7664	6989	2981	10480	3193
12571	10303	9890	2165	11878	9634
12572	10035	7733	5904	11183	2315
12573	7616	8041	4964	11186	2833
12574	12936	10845	9132	13452	6807
12575	10207	6550	2243	9921	7975
12576	10177	6537	3063	10165	8241
12577	11718	8850	8037	13013	6609
12578	9008	12859	9413	11229	5448
12579	11866	8183	9968	10728	6870
12580	13026	11399	9204	13542	4782
12581	11854	12562	10710	12173	9310
12582	2245	8527	5	9519	7618
12583	11370	6762	2781	13357	3267
