rank_emul	rank_star	rank_outdeg	rank_tweet
10382	10853	7423	3527
10383	11837	10280	12069
10384	10366	7780	7903
10385	12831	8862	3633
10386	11311	9902	4903
10387	8047	10094	5485
10388	7213	10600	7814
10389	8958	7177	6410
10390	11839	8417	13304
10391	13378	10364	8167
10392	7922	6829	4082
10393	13051	10021	6425
10394	12958	10760	10281
10395	12387	8310	10041
10396	11453	12946	12939
10397	11159	9937	10163
10398	8515	10627	8197
10399	6822	4710	1556
10400	7512	5543	1984
10401	12984	13120	13070
10402	8721	7992	6532
10403	8751	8699	5114
10404	7477	5524	347
10405	2179	11780	11337
10406	10439	6864	3891
10407	11145	8323	10832
10408	11652	13389	13351
10409	11834	8823	2134
10410	9392	4889	4294
10411	12553	12672	12767
10412	11831	8838	2671
10413	5639	2581	210
10414	9945	8554	9445
10415	13504	12969	12950
10416	9525	5571	10103
10417	9510	12570	11611
10418	7198	6318	3226
10419	8697	6561	447
10420	10339	9138	4727
10421	9025	7393	5665
10422	10463	10985	7874
10423	12140	6587	1155
10424	7073	3489	3404
10425	6447	8012	8802
10426	12618	10029	6656
10427	8506	7352	5191
10428	13386	10127	12048
10429	12549	8826	2775
10430	5503	6806	7086
10431	12947	13015	11790
10432	8943	6409	7061
10433	7326	3829	298
10434	10420	8991	4374
10435	12725	11126	8677
10436	7306	5624	978
10437	9970	9860	10157
10438	12203	9435	3818
10439	6498	3732	7653
10440	4034	8187	11602
10441	5059	8803	3115
10442	12250	10591	6702
10443	8637	9024	2844
10444	9190	12868	9414
10445	13253	13037	13009
10446	6955	3784	341
10447	7453	13210	13143
10448	10201	7306	9535
10449	7566	9650	2411
10450	11089	11958	3774
10451	9009	9477	205
10452	10248	7502	4034
10453	13024	9237	1169
10454	6220	4246	1683
10455	9954	7518	5355
10456	5329	3540	1726
10457	10217	8260	9407
10458	7470	5788	2865
10459	11919	8859	8039
10460	4775	12542	11601
10461	7356	3546	4198
10462	12168	9881	5638
10463	12534	9022	10919
10464	9581	12375	11558
10465	1537	4838	1991
10466	9223	4394	5654
10467	12317	13462	11958
10468	8055	5644	3131
10469	6265	4801	589
10470	12048	7356	9553
10471	10887	6781	1202
10472	12953	12446	9368
10473	6210	7137	1998
10474	10495	5419	2959
10475	6823	4813	3414
10476	12216	9053	8448
10477	7722	12384	112
10478	12990	11108	6989
10479	13243	12497	11587
10480	11128	7307	7165
10481	9708	5270	9932
10482	12353	9163	6824
10483	10175	9090	426
10484	7264	5811	4537
10485	10876	10490	8598
10486	12311	9011	8444
10487	8941	6727	10095
10488	10067	11934	8344
10489	10192	5980	6700
10490	12273	12448	9369
10491	12120	6534	1936
10492	11918	8605	2889
10493	6396	6959	2624
10494	10898	9938	6223
10495	9879	12475	9952
10496	10831	7173	8515
10497	10506	3679	9700
10498	8563	4929	3369
10499	9547	5118	9673
10500	10557	6434	13217
10501	12671	8567	634
10502	8758	6767	3306
10503	9024	4502	3698
10504	12669	10083	4320
10505	7534	5495	665
10506	7882	3729	5567
10507	10533	8297	10031
10508	9622	8985	5587
10509	7039	7343	5660
10510	12081	6851	7364
10511	13028	8919	6156
10512	4852	4684	2127
10513	6994	8118	764
10514	7986	4379	2642
10515	12065	6836	8453
10516	8466	7012	8481
10517	11526	10588	9589
10518	10872	8137	7052
10519	11250	12707	12786
10520	6924	6387	12881
10521	7884	7219	7752
10522	13111	9653	2863
10523	11068	9043	5130
10524	8247	5718	3910
10525	10970	10481	6256
10526	10213	12813	11713
10527	12774	11794	9826
10528	12737	9029	1600
10529	11217	11218	9703
10530	5943	3674	329
10531	12483	9998	5645
10532	8124	8815	1864
10533	5717	7429	6689
10534	10724	9271	1992
10535	13147	12189	10603
10536	11985	11902	8789
10537	12510	8062	11459
10538	9991	6777	2015
10539	7941	8178	5724
10540	12982	8399	13230
10541	12519	12335	7317
10542	12332	6795	6822
10543	9889	6654	2564
10544	13431	11143	12209
10545	8222	4914	3583
10546	12238	8836	5412
10547	12367	5791	3042
10548	13448	12931	12926
10549	11847	10011	9002
10550	11778	6113	10355
10551	11671	11565	11254
10552	8333	4139	2501
10553	11575	6986	7718
10554	10882	7946	10481
10555	9469	11510	8732
10556	10924	9167	5271
10557	9299	6935	6180
10558	11026	7997	9852
10559	10475	9073	1505
10560	10539	6867	1881
10561	11082	10952	6103
10562	8634	4996	4319
10563	11255	9915	6890
10564	6970	6361	10737
10565	9276	13164	2598
10566	8886	5875	2447
10567	3511	11467	7932
10568	10240	6938	1751
10569	6636	3381	9692
10570	9769	5960	8594
10571	13442	10631	12115
10572	11405	11655	4960
10573	12714	9754	8978
10574	9724	5731	2091
10575	13197	12479	7323
10576	10237	10694	11076
10577	9853	4724	928
10578	10321	12747	11687
10579	4354	3475	1232
10580	11599	11933	7970
10581	11736	11391	7922
10582	8474	5012	6670
10583	11079	9516	2920
10584	6116	4754	164
10585	7304	8021	9304
10586	8910	7405	1348
10587	6947	5786	4009
10588	10739	10733	4343
10589	8616	6573	6799
10590	8653	5006	3447
10591	13404	10947	11122
10592	10699	8348	10844
10593	13354	13289	13236
10594	12567	10946	7869
10595	6937	4018	7242
10596	9343	7509	6468
10597	8780	5457	2665
10598	12991	12311	11531
10599	7281	4878	4869
10600	11170	7774	7567
10601	12873	13304	13254
10602	12476	12573	10712
10603	10614	8744	3402
10604	9287	3262	2431
10605	6791	6713	1163
10606	8905	9005	8045
10607	10054	3129	10199
10608	5731	13342	13290
10609	11439	12549	9971
10610	12236	9530	10129
10611	10569	10836	12147
10612	11797	8795	5255
10613	8061	5565	1343
10614	10594	12774	12829
10615	8196	4925	5028
10616	7660	6165	3952
10617	9683	7041	6191
10618	12895	10166	7453
10619	10734	7232	2705
10620	6517	5583	568
10621	11537	10914	6731
10622	7256	4258	5599
10623	8638	9540	8485
10624	13416	12017	12473
10625	6999	5363	468
10626	13082	8565	7066
10627	8769	11695	8319
10628	8169	6693	1595
10629	12410	8413	13292
10630	9718	4392	4916
10631	4157	6758	5588
10632	8888	6170	7936
10633	7805	3802	566
10634	12822	6696	10911
10635	10709	9552	4403
10636	6010	12543	8861
10637	13200	13062	13025
10638	5728	3107	3506
10639	12251	10016	8129
10640	11231	8177	8001
10641	726	12268	2277
10642	10874	10324	5499
10643	12416	10071	8138
10644	8300	5124	4679
10645	12921	12220	10612
10646	6315	10987	6286
10647	6320	6866	2436
10648	10241	6547	1032
10649	10209	11892	9285
10650	12233	6717	2136
10651	11863	8517	8026
10652	9134	9637	3829
10653	9174	9288	1775
10654	6240	4725	2009
10655	9799	9758	1188
10656	12326	9931	8530
10657	8520	4303	801
10658	8829	6840	6169
10659	11215	9899	6888
10660	11789	9838	8986
10661	13507	12830	12862
10662	4326	4016	202
10663	11290	13317	13269
10664	13498	10043	10174
10665	8306	10780	5526
10666	11976	7840	9758
10667	11579	10599	8604
10668	10580	7223	6415
10669	7696	4549	11286
10670	11074	6993	3322
10671	6969	5893	2093
10672	11381	8830	4268
10673	7697	6508	472
10674	10390	11628	8317
10675	5150	4772	2968
10676	8170	10586	4936
10677	13061	8878	2900
10678	11237	12233	10615
10679	13300	8658	4486
10680	9741	12256	12563
10681	12842	9423	7713
10682	11959	12283	11517
10683	9550	3990	9077
10684	9363	7536	6082
10685	11565	8481	1192
10686	7658	11777	9266
10687	5363	3499	1061
10688	11643	12257	10621
10689	13348	12011	12470
10690	5856	4778	2432
10691	7019	13107	13061
10692	9013	6519	3233
10693	5472	7601	5892
10694	8657	9908	6416
10695	6121	5626	5772
10696	9649	8305	11763
10697	10908	6675	3479
10698	9674	11136	7249
10699	13397	9245	4611
10700	11791	9064	7700
10701	8522	5252	5928
10702	10912	6122	6515
10703	7318	4435	3938
10704	10990	6516	1934
10705	11445	11144	7554
10706	10786	6813	3029
10707	12511	8268	10781
10708	10951	8189	11605
10709	8747	6659	4989
10710	6858	6699	1356
10711	5982	9967	4906
10712	10003	6385	8888
10713	11581	7297	9013
10714	4888	4903	5152
10715	8538	6470	601
10716	8900	7584	6480
10717	13205	10404	5201
10718	6730	8478	492
10719	3907	6190	6317
10720	10878	11231	6111
10721	11566	12077	9318
10722	9069	10682	6710
10723	9443	6833	3982
10724	12280	10959	7230
10725	9638	8003	1970
10726	11182	9505	6848
10727	7556	6444	13291
10728	12196	11719	7955
10729	4787	6105	5905
10730	11254	13494	13475
10731	12108	9636	3585
10732	8414	5575	5963
10733	6057	13432	13408
10734	9073	6964	5017
10735	12393	11242	9710
10736	13067	10457	9066
10737	6378	7407	1475
10738	5043	5049	2095
10739	7008	8120	5103
10740	7996	5021	6054
10741	12770	12723	10756
10742	9364	6695	807
10743	6920	4056	7289
10744	11243	12151	4586
10745	10128	5216	10503
10746	12314	12994	8898
10747	5454	7461	5676
10748	8759	7298	8544
10749	10792	9444	7120
10750	6235	5761	3143
10751	10144	4848	1120
10752	10885	7272	10990
10753	9052	4787	6580
10754	7449	4830	3183
10755	12051	11394	7009
10756	10185	8864	3019
10757	12734	7933	9818
10758	9538	4765	5747
10759	10479	7453	4554
10760	7533	8530	2502
10761	11420	11490	10406
10762	10613	9656	5455
10763	13474	11929	10522
10764	9561	9673	3586
10765	11157	4728	5735
10766	10335	10414	5670
10767	11203	8748	3552
10768	6611	3320	5038
10769	13083	10519	12100
10770	13342	11819	12406
10771	10694	9217	11991
10772	10438	13306	13257
10773	12599	8434	13355
10774	13371	10186	8146
10775	7857	6715	3973
10776	9663	7285	6230
10777	11630	9795	5631
10778	12512	9320	3903
10779	12005	11016	9153
10780	7068	4189	1766
10781	11307	9235	3985
10782	6538	3612	1404
10783	7900	12581	12722
10784	12704	11029	12189
10785	12427	11598	10433
10786	9458	11392	6760
10787	12323	10730	9113
10788	11503	10065	6904
10789	10871	5846	7153
10790	10200	9326	5437
10791	1972	9488	4741
10792	12462	12389	10651
10793	12941	12480	10685
10794	11094	5458	8429
10795	8880	9347	4392
10796	11501	9903	5172
10797	11784	6077	12195
10798	13379	12114	12508
10799	9520	8392	7664
10800	9690	8860	1117
10801	8178	9361	4865
10802	10260	12209	8835
10803	11770	7777	7002
10804	9479	10741	8618
10805	12224	12683	12772
10806	8060	5043	2094
10807	11284	6080	7546
10808	10519	9817	5634
10809	10737	8572	1451
10810	9814	9832	4421
10811	12271	10423	8173
10812	11343	7288	7764
10813	13343	8956	10915
10814	4231	4345	1580
10815	10042	4703	702
10816	9353	11815	9275
10817	11682	11200	10350
10818	13004	10018	9003
10819	11725	11572	8309
10820	11787	8193	10713
10821	10870	8646	3401
10822	11004	8902	1831
10823	8596	6011	5079
10824	11007	8559	6795
10825	10911	13173	13110
10826	12800	8953	1833
10827	12912	10704	10271
10828	5582	5804	1731
10829	6071	7526	5356
10830	12970	8818	10093
10831	13176	8717	7678
10832	13116	12607	9979
10833	11869	10259	6673
10834	11993	13047	7660
10835	8389	5371	1648
10836	11678	9759	2542
10837	13217	12063	11439
10838	11031	11921	11390
10839	13120	10693	12123
10840	7854	7048	5620
10841	11056	8161	9366
10842	9126	8904	2257
10843	11645	5697	8075
10844	11934	7065	7128
10845	12972	12748	9402
10846	9155	8321	2169
10847	13345	9359	9477
10848	11105	10363	6248
10849	9127	6718	3247
10850	10152	9418	3817
10851	9564	7008	3992
10852	13539	9628	12011
10853	6919	10542	4667
10854	10913	11919	7620
10855	12234	7868	9775
10856	12914	9372	10121
10857	12882	11151	6108
10858	10634	6107	4462
10859	12920	13517	13504
10860	8364	7460	10236
10861	8275	10926	10299
10862	8206	5914	5190
10863	7364	4907	253
10864	8766	11079	2998
10865	9698	12659	9988
10866	9309	10746	10278
10867	8963	4747	1007
10868	12331	7112	4637
10869	12724	10183	10195
10870	8461	9248	3733
10871	5995	7560	3222
10872	5781	8805	2103
10873	9916	8237	12802
10874	9861	7365	4130
10875	4684	4733	4365
10876	13473	11997	11415
10877	7579	5404	1588
10878	10447	11938	5228
10879	12302	9725	8502
10880	6698	9494	1638
10881	12098	9521	7396
10882	8366	6142	4953
10883	5581	8125	6548
10884	12245	7250	10981
10885	10592	5372	2279
10886	8978	5871	9524
10887	4148	3090	3572
10888	9900	10912	6102
10889	7204	7280	8133
10890	12574	10573	10244
10891	12388	9963	6652
10892	9783	12060	9885
10893	5306	4876	4519
10894	6774	5463	2721
10895	5007	13414	13384
10896	5249	6393	11743
10897	7523	8086	9333
10898	11090	11211	7562
10899	9271	8591	4166
10900	9606	7201	2746
10901	7031	6992	4872
10902	9841	7372	6917
10903	13506	12198	10606
10904	9486	6619	8033
10905	8413	6058	5366
10906	6888	11463	9755
10907	7960	9105	4081
10908	7444	12590	12725
10909	13078	8630	1197
10910	7724	5781	3097
10911	7472	5745	4526
10912	11502	9226	9469
10913	11939	12079	11444
10914	11492	11460	7586
10915	9368	9585	3670
10916	8472	12025	8820
10917	8856	10898	7217
10918	7916	5218	11372
10919	10847	9158	6360
10920	8972	10300	7790
10921	13514	12982	12965
10922	11965	9270	6178
10923	7422	6536	1139
10924	10895	6268	9317
10925	11509	7072	10954
10926	5967	7079	3200
10927	9071	10328	6682
10928	12194	8573	4977
10929	13292	10837	10289
10930	13402	12999	12977
10931	9668	11118	2650
10932	9728	5616	5595
10933	13149	12668	11650
10934	8686	4137	3347
10935	8071	11034	6495
10936	12423	11384	8288
10937	8082	9662	3918
10938	13203	12355	12618
10939	5733	7530	3051
10940	12795	8066	11467
10941	9957	5661	1842
10942	11868	13419	13391
10943	10111	6977	2152
10944	7244	6841	3646
10945	9625	8778	2287
10946	12545	13101	10062
10947	12785	13172	10861
10948	9837	6770	5129
10949	11884	10753	7519
10950	11185	6858	2294
10951	9270	9130	2678
10952	10559	5498	3015
10953	9002	10130	11009
10954	6572	5935	6246
10955	12602	10282	5340
10956	12445	8740	4265
10957	8960	8552	2460
10958	7363	6253	2456
10959	10443	8518	7668
10960	9791	5876	9525
10961	4738	4296	2194
10962	11685	7963	10496
10963	6945	9094	3413
10964	12528	7333	9545
10965	6847	11661	7602
10966	8929	6940	900
10967	11443	9892	8118
10968	11475	9522	5284
10969	11143	9416	790
10970	8440	10107	6907
10971	7653	11201	4792
10972	8224	6796	4724
10973	12191	8856	6575
10974	7260	4327	3142
10975	10326	10758	9619
10976	8320	5963	5673
10977	9001	5917	9551
10978	6524	10623	7501
10979	8404	9721	3920
10980	12157	10755	8216
10981	9248	7822	6310
10982	10516	8893	4175
10983	10791	11330	11196
10984	7023	5645	8462
10985	13222	12398	10655
10986	4113	6473	407
10987	8312	11087	7246
10988	6189	7184	3925
10989	12179	10097	5650
10990	8175	9000	2673
10991	9519	6082	6292
10992	9793	12993	4358
10993	9491	4928	1997
10994	11680	10699	6085
10995	239	12318	12595
10996	10329	7624	8640
10997	12598	13116	10063
10998	13186	12883	11741
10999	9208	6540	1673
11000	9906	7142	7740
11001	7758	5659	1529
11002	11618	9853	2544
11003	6864	3357	4668
11004	9620	9684	5627
11005	11009	9246	3812
11006	1082	12291	12585
11007	9504	9010	1524
11008	5890	5165	9752
11009	11382	7919	9807
11010	12900	11336	6309
11011	11740	10919	5894
11012	7392	4756	179
11013	7211	7210	6221
11014	13256	10909	11113
11015	12370	9346	8473
11016	6090	11763	8328
11017	13008	11542	11250
11018	4396	3604	9523
11019	8573	4375	6420
11020	8328	4153	8917
11021	12199	12827	12861
11022	4802	9525	1545
11023	11306	9157	5270
11024	4573	9808	2867
11025	9366	7644	4789
11026	13074	12706	10749
11027	7446	5174	2207
11028	7707	4239	847
11029	12677	6600	8922
11030	12614	10709	9107
11031	10404	9763	7141
11032	9801	5526	3716
11033	9461	10055	3337
11034	10180	7385	6922
11035	10888	5940	9051
11036	10763	7467	9084
11037	9689	8863	1944
11038	8819	4212	7076
11039	12660	9375	3364
11040	9398	6599	3239
11041	10879	6990	7118
11042	11196	12779	10768
11043	9537	5953	10224
11044	9043	13053	7661
11045	13257	8670	7675
11046	11483	13439	11950
11047	8475	13148	10856
11048	10133	5456	2467
11049	12034	7746	3615
11050	9641	8200	9387
11051	12538	9752	4752
11052	10242	4390	7169
11053	7151	6896	6174
11054	6753	9921	8526
11055	10777	7987	4805
11056	10716	9336	4290
11057	9533	7216	7152
11058	8667	12016	4475
11059	13351	11187	5372
11060	13199	12585	11615
11061	9644	6602	1308
11062	10602	10382	5345
11063	8067	7309	7167
11064	11228	7906	7953
11065	10523	7611	6725
11066	9755	8214	9986
11067	5103	5850	5474
11068	8469	12162	9331
11069	12937	11931	12438
11070	9779	10894	10296
11071	13055	10150	6909
11072	5695	11293	9720
11073	12274	8296	12913
11074	7775	5754	1688
11075	9079	11243	8274
11076	10704	10640	7504
11077	13469	13027	13001
11078	12739	12512	8002
11079	8547	5687	3574
11080	11392	6282	12520
11081	9882	8577	3782
11082	6212	9178	10110
11083	7910	7242	6896
11084	11983	12477	12677
11085	7134	4332	2412
11086	12312	13216	13153
11087	13118	12264	4250
11088	12428	9744	6874
11089	12969	6768	5959
11090	12355	7237	7154
11091	12186	9231	5602
11092	12411	10292	7787
11093	11189	8342	10057
11094	13188	7702	6987
11095	13151	11493	3872
11096	10291	8994	6352
11097	12330	12377	9356
11098	11592	9025	7698
11099	9597	5438	7672
11100	8714	10306	4924
11101	4580	10706	6087
11102	13013	9012	8046
11103	10007	8544	866
11104	11499	9863	6218
11105	10842	5722	8962
11106	6256	9867	8518
11107	8132	8501	4815
11108	8437	9357	4738
11109	9704	8349	5393
11110	9439	13322	13273
11111	11481	9992	10985
11112	10605	5576	3027
11113	9878	8330	8903
11114	11604	7520	5880
11115	11573	9106	6356
11116	12468	10390	8586
11117	11870	9511	2744
11118	13433	11335	12255
11119	6732	3712	6125
11120	11748	10323	7185
11121	8022	7476	5871
11122	9544	7191	10156
11123	12093	7489	5512
11124	11982	9493	6846
11125	11470	12775	10009
11126	11156	8687	1718
11127	11860	12754	11692
11128	8479	7474	2058
11129	10400	5208	11343
11130	9851	11096	9682
11131	1716	6474	87
11132	7443	6979	3088
11133	11423	10856	5363
11134	9931	7873	5558
11135	11119	8622	3236
11136	12217	11267	5220
11137	11853	12351	7054
11138	11493	4614	12710
11139	6758	3669	3945
11140	6348	7441	4929
11141	8514	9116	870
11142	12556	10850	5531
11143	7370	5082	2820
11144	12886	11772	7958
11145	9220	13429	10083
11146	10969	6650	1768
11147	4722	12424	3542
11148	5947	12312	8841
11149	6352	6920	7101
11150	12094	11713	8321
11151	9969	6469	2764
11152	13544	13183	13120
11153	6961	8506	1624
11154	12089	9624	12010
11155	12763	10999	9150
11156	8509	7786	4466
11157	10689	12850	12875
11158	12420	9548	10131
11159	10578	11350	9199
11160	3606	6821	2363
11161	7239	6521	428
11162	13505	11448	12292
11163	12349	10486	4338
11164	9038	5975	8184
11165	10421	12106	10578
11166	11166	10401	6686
11167	8761	6329	7322
11168	8862	7490	6077
11169	10384	11751	3773
11170	12525	11290	6755
11171	11916	12790	11705
11172	9650	6461	13494
11173	13337	11105	11158
11174	6207	5036	3861
11175	13424	12652	10729
11176	10410	4629	8412
11177	9384	7089	5805
11178	6815	9728	1014
11179	5565	11147	12210
11180	10910	7956	6528
11181	10243	5501	1498
11182	10466	3904	10946
11183	10860	9198	8942
11184	10729	9378	3575
11185	10893	12716	11673
11186	13451	10453	10226
11187	8191	8152	5932
11188	11662	9406	6839
11189	10068	9033	788
11190	11944	13128	7337
11191	12667	13287	13231
11192	11200	7292	2449
11193	10182	11694	8755
11194	11191	11339	11202
11195	11759	6647	2212
11196	7751	4149	214
11197	12594	12007	9310
11198	12334	9216	5976
11199	11818	11465	8725
11200	8787	13022	8902
11201	12308	6168	5712
11202	11708	13241	11876
11203	12201	10221	12063
11204	9279	5402	618
11205	12439	9676	6203
11206	12339	10023	8538
11207	4194	11446	6314
11208	9734	8051	7308
11209	7020	13112	11828
11210	10147	6084	6294
11211	7639	10797	8626
11212	12107	10707	6474
11213	9104	5602	3081
11214	8792	7074	4106
11215	10673	11063	5543
11216	7686	8048	11446
11217	12452	8751	1047
11218	9503	11382	3951
11219	7798	7345	2937
11220	9404	6685	1340
11221	12255	9035	3640
11222	11227	11636	4801
11223	8227	9309	998
11224	10095	6962	2020
11225	9601	9990	5051
11226	13042	13506	13491
11227	13110	11785	9821
11228	13523	11789	8770
11229	11205	6324	9361
11230	10269	6957	2304
11231	6954	6856	2734
11232	10937	10950	7229
11233	12430	10059	4431
11234	13315	9403	5613
11235	9947	11121	3948
11236	12015	6943	1296
11237	10727	7228	6649
11238	12784	11903	8790
11239	11129	9753	4753
11240	11478	9922	5175
11241	8375	12202	8378
11242	10896	11724	5096
11243	7115	5702	9482
11244	12045	9649	7134
11245	10945	9197	6830
11246	750	4065	330
11247	9082	7621	6976
11248	8293	10068	9531
11249	11761	5541	5955
11250	13231	12529	9967
11251	12708	8769	526
11252	12820	8666	2390
11253	9942	5595	3488
11254	9876	7062	1319
11255	7933	11086	7549
11256	12862	9018	4606
11257	12779	11318	12251
11258	12381	7565	6964
11259	7750	8937	3176
11260	13214	9487	8960
11261	10935	6118	7901
11262	6542	5601	2612
11263	12772	11914	9850
11264	12903	10517	11053
11265	11240	9545	5153
11266	11126	12851	8410
11267	12503	8546	3165
11268	10830	7726	11162
11269	13193	13544	13539
11270	12373	10484	6693
11271	7312	8053	11448
11272	11480	6076	7544
11273	6101	5361	133
11274	10450	5426	2061
11275	10267	12817	7656
11276	7502	5671	3189
11277	9613	8500	6558
11278	5813	3451	1083
11279	12260	8080	5232
11280	8290	7226	6419
11281	7308	6838	7090
11282	9929	7934	8326
11283	12694	10354	6445
11284	13436	12402	12647
11285	9554	6585	156
11286	11012	8090	11488
11287	9910	9059	1871
11288	8938	5974	6699
11289	11511	12741	9399
11290	9225	5878	2752
11291	6754	5556	4842
11292	12379	8258	10771
11293	10728	5840	4221
11294	12623	10077	10999
11295	12727	11310	8705
11296	10959	10289	2452
11297	12139	9985	8126
11298	11878	10294	7467
11299	6436	5486	1793
11300	11281	12771	8010
11301	6907	11890	12427
11302	3069	13348	13296
11303	10664	9984	6035
11304	12124	10419	7478
11305	8150	3500	6578
11306	11743	8288	10023
11307	9484	12193	7631
11308	11564	9446	8476
11309	9675	9896	4759
11310	12239	10673	6950
11311	11065	6175	8739
11312	12265	6884	8941
11313	11620	13292	13239
11314	12832	6885	4510
11315	7076	10037	5649
11316	10726	8222	8403
11317	10785	9317	3989
11318	11260	4978	8997
11319	10036	8958	1178
11320	12761	10873	7213
11321	6592	5549	1835
11322	13185	9564	9492
11323	12633	12900	10806
11324	6609	11420	7926
11325	13054	11053	6291
11326	10297	4477	10282
11327	5928	6556	66
11328	11583	12262	8382
11329	6308	2552	7669
11330	13021	8150	12651
11331	13071	8522	3878
11332	9896	5951	4335
11333	11900	9518	4747
11334	10021	7249	9520
11335	12848	10639	9095
11336	8854	9177	1602
11337	13117	13056	9421
11338	2478	3600	5471
11339	12517	11157	5705
11340	6885	9622	908
11341	12955	10056	10996
11342	13357	9020	10102
11343	4672	8772	5409
11344	10164	7918	9806
11345	11675	8671	3238
11346	10293	6888	4511
11347	6088	7667	12179
11348	13326	9324	9473
11349	11639	7404	6058
11350	12648	13171	13109
11351	7596	5050	4143
11352	4124	9013	1598
11353	9590	9819	6409
11354	8598	7936	649
11355	13016	12404	10656
11356	12664	4963	2092
11357	9977	7685	5216
11358	12310	9261	6368
11359	11233	8486	8025
11360	10518	9698	3435
11361	11367	6555	6796
11362	9584	11354	9733
11363	7095	5721	3580
11364	11234	7408	8164
11365	13356	9615	5025
11366	9616	4931	3145
11367	7717	7710	2595
11368	6284	10367	2939
11369	9217	7132	5035
11370	7585	5826	2314
11371	12405	6432	13184
11372	8353	7151	4305
11373	10083	6764	3357
11374	8632	7430	9061
11375	10142	6218	9271
11376	10387	7801	4468
11377	5861	9232	3417
11378	4576	4880	1843
11379	13305	7593	3695
11380	12927	11183	7254
11381	10840	6936	10935
11382	13488	10242	5846
11383	12041	12124	7628
11384	8140	8010	1406
11385	12389	11922	9290
11386	7873	4915	9494
11387	13081	10255	8571
11388	8118	5707	1065
11389	9034	8638	4823
11390	11140	9797	4536
11391	12185	11309	7570
11392	9459	11503	5917
11393	7716	11674	9797
11394	11132	11439	12286
11395	12192	6598	3013
11396	12037	6690	4836
11397	7581	12664	4689
11398	12943	5483	10906
11399	6839	7042	2859
11400	10568	5968	7810
11401	4704	6641	1309
11402	6784	5420	2719
11403	11372	5832	7151
11404	10746	6199	9257
11405	9862	9222	3031
11406	12453	11526	10413
11407	8917	8216	5725
11408	9340	4286	2052
11409	9120	10351	6444
11410	11414	11869	8337
11411	12183	8121	10630
11412	10803	9470	7720
11413	11535	6624	8923
11414	9630	5590	6355
11415	11742	10645	7505
11416	9919	10416	5065
11417	9031	8995	633
11418	5144	6533	115
11419	11368	9221	5600
11420	9770	7218	6887
11421	12165	7737	7555
11422	6800	3869	1168
11423	13452	12277	9922
11424	10604	4184	5739
11425	5573	10863	1711
11426	9101	6252	8348
11427	10451	8599	2770
11428	10545	7849	7934
11429	7646	6630	2724
11430	11047	8032	11422
11431	13459	13536	13531
11432	9232	5263	6547
11433	13502	7975	12418
11434	11712	9677	6632
11435	11883	6735	4073
11436	13422	10091	12044
11437	12404	9866	4647
11438	12263	13266	13206
11439	7373	9394	2980
11440	1673	5436	1126
11441	10031	10551	5510
11442	12292	7904	7952
11443	10826	10879	6485
11444	13304	9434	7717
11445	2664	5398	367
11446	11271	10114	5839
11447	6206	7968	7036
11448	9183	7719	6504
11449	11448	11444	9749
11450	8838	6945	8466
11451	12272	11368	7573
11452	11808	9788	5462
11453	6632	4283	1223
11454	5307	10042	6657
11455	13486	13385	13347
11456	7942	4542	6120
11457	12376	10904	7857
11458	1851	5650	4514
11459	11544	8632	2246
11460	11757	9185	9467
11461	13497	11795	11340
11462	11327	8761	4489
11463	12946	9397	3991
11464	9922	6691	2726
11465	12030	13127	9426
11466	8597	6926	3319
11467	13073	8562	6562
11468	10558	11905	8340
11469	10012	10872	8227
11470	8716	9351	2485
11471	8209	9295	5779
11472	13423	12899	12905
11473	12572	11703	12363
11474	8832	6787	7084
11475	8304	8485	777
11476	7657	11135	3058
11477	9756	6893	3730
11478	12478	10832	6280
11479	5773	3901	4874
11480	12125	12330	8843
11481	10258	9517	3267
11482	9221	7926	5560
11483	12636	7759	12227
11484	11213	8745	8034
11485	4814	3952	1964
11486	11419	10683	9104
11487	11052	10365	6061
11488	12702	8801	4369
11489	12111	8734	5406
11490	8937	9644	7133
11491	8407	6603	759
11492	10161	8842	1770
11493	12957	13243	10074
11494	9637	4716	623
11495	13496	9319	11994
11496	6414	7180	1962
11497	13006	10204	5059
11498	8294	6486	1819
11499	9737	7214	3516
11500	10873	11475	8727
11501	12935	10818	9627
11502	12700	8204	11628
11503	10044	11620	12340
11504	9523	9425	6841
11505	10194	9085	5006
11506	12750	8379	11873
11507	11377	8623	3548
11508	6567	8586	956
11509	8392	10846	4566
11510	8629	5053	8185
11511	13542	12324	12602
11512	8647	6512	2386
11513	10582	7175	1424
11514	12898	10217	10202
11515	12480	10039	6903
11516	8847	5494	2044
11517	12535	13486	13468
11518	8228	9722	6015
11519	5169	3832	3718
11520	9017	7124	8102
11521	10806	7464	10240
11522	9585	9489	2232
11523	7957	6560	4059
11524	13421	10163	11014
11525	13211	11056	10315
11526	8341	10122	5840
11527	12952	8707	5405
11528	5210	11960	11404
11529	11786	8938	1655
11530	9300	6247	8800
11531	7692	11522	9766
11532	12960	12419	8391
11533	6661	4497	6288
11534	6781	11451	12295
11535	13444	8791	4068
11536	11664	8633	3624
11537	10793	7120	5629
11538	6799	5442	1326
11539	8276	4782	2221
11540	11560	11560	8737
11541	11141	7409	5667
11542	9546	7589	3535
11543	13547	11090	12201
11544	7471	13300	13249
11545	8802	10257	6241
11546	11171	6210	7292
11547	12649	9161	7093
11548	12104	11715	8758
11549	12837	12417	8848
11550	7937	6805	10105
